Ticks, P1Time, P2Time, P3Time, TotalTime, Requests, Regions, Players, Rounds, HasQuest
1582304168, 1003, 0, 0, 1004, 0, 16, 0, 20, 0
1582305172, 1001, 0, 0, 1006, 0, 16, 0, 20, 0
1582306178, 1001, 0, 15, 1050, 46, 16, 48, 20, 0
1582307228, 950, 0, 53, 1027, 298, 16, 62, 19, 0
1582308255, 951, 0, 55, 1032, 323, 16, 62, 19, 0
1582309287, 950, 0, 50, 1030, 313, 16, 62, 19, 0
1582310317, 950, 0, 49, 1023, 316, 16, 62, 19, 0
1582311340, 951, 0, 49, 1026, 316, 16, 62, 19, 0
1582312366, 950, 0, 52, 1029, 322, 16, 64, 19, 0
1582313395, 952, 0, 59, 1027, 341, 17, 75, 19, 0
1582314422, 951, 0, 64, 1028, 387, 17, 76, 19, 0
1582315450, 950, 0, 59, 1022, 386, 17, 76, 19, 0
1582316472, 950, 0, 60, 1029, 379, 17, 74, 19, 0
1582317501, 950, 0, 54, 1024, 377, 17, 74, 19, 0
1582318525, 951, 0, 65, 1032, 380, 17, 74, 19, 0
1582319557, 950, 0, 57, 1027, 382, 17, 74, 19, 0
1582320584, 950, 0, 59, 1026, 375, 17, 74, 19, 0
1582321610, 951, 0, 62, 1030, 377, 17, 74, 19, 0
1582322640, 951, 0, 65, 1033, 386, 17, 75, 19, 0
1582323673, 950, 0, 66, 1027, 375, 17, 75, 19, 0
1582324700, 952, 0, 60, 1028, 371, 17, 75, 19, 0
1582325728, 951, 0, 65, 1029, 370, 17, 74, 19, 0
1582326757, 950, 0, 58, 1032, 371, 17, 74, 19, 0
1582327789, 950, 0, 64, 1027, 368, 17, 75, 19, 0
1582328816, 952, 0, 66, 1030, 369, 17, 77, 19, 0
1582329846, 950, 0, 63, 1027, 367, 17, 75, 19, 0
1582330873, 951, 0, 65, 1026, 368, 17, 74, 19, 0
1582331899, 950, 0, 61, 1028, 350, 17, 74, 19, 0
1582332927, 950, 0, 69, 1030, 349, 17, 73, 19, 0
1582333957, 950, 0, 66, 1026, 362, 18, 75, 19, 0
1582334983, 951, 0, 62, 1028, 359, 18, 75, 19, 0
1582336011, 951, 0, 60, 1035, 356, 18, 73, 19, 0
1582337046, 952, 0, 59, 1030, 340, 18, 71, 19, 0
1582338076, 950, 0, 60, 1032, 322, 18, 68, 19, 0
1582339109, 950, 0, 67, 1039, 325, 18, 68, 19, 0
1582340149, 951, 0, 67, 1037, 314, 18, 67, 19, 0
1582341186, 950, 0, 66, 1032, 316, 18, 68, 19, 0
1582342218, 950, 0, 62, 1030, 309, 18, 65, 19, 0
1582343248, 952, 0, 64, 1031, 318, 18, 66, 19, 0
1582344279, 953, 0, 64, 1030, 361, 19, 76, 19, 0
1582345309, 952, 0, 68, 1031, 357, 19, 75, 19, 0
1582346340, 950, 0, 67, 1039, 348, 19, 74, 19, 0
1582347379, 951, 0, 65, 1034, 344, 19, 72, 19, 0
1582348413, 951, 0, 65, 1033, 345, 19, 72, 19, 0
1582349446, 950, 0, 60, 1027, 332, 19, 70, 19, 0
1582350473, 950, 0, 62, 1025, 328, 19, 68, 19, 0
1582351498, 950, 0, 63, 1029, 331, 19, 69, 19, 0
1582352527, 950, 0, 67, 1031, 317, 19, 67, 19, 0
1582353558, 951, 0, 63, 1031, 326, 20, 76, 19, 0
1582354589, 951, 0, 71, 1032, 368, 20, 78, 19, 0
1582355621, 951, 0, 89, 1048, 373, 20, 78, 19, 0
1582356669, 950, 0, 68, 1031, 355, 20, 78, 19, 0
1582357700, 951, 0, 66, 1029, 346, 20, 74, 19, 0
1582358730, 951, 0, 67, 1034, 337, 20, 76, 19, 0
1582359764, 951, 0, 67, 1028, 361, 20, 77, 19, 0
1582360792, 951, 0, 67, 1029, 366, 20, 77, 19, 0
1582361821, 952, 0, 73, 1030, 367, 20, 79, 19, 0
1582362851, 950, 0, 64, 1029, 371, 20, 78, 19, 0
1582363880, 951, 0, 63, 1031, 353, 20, 74, 19, 0
1582364911, 950, 0, 62, 1030, 339, 20, 72, 19, 0
1582365942, 951, 0, 63, 1031, 316, 20, 70, 19, 0
1582366973, 950, 0, 58, 1026, 316, 20, 66, 19, 0
1582367999, 950, 0, 60, 1031, 323, 20, 68, 19, 0
1582369030, 951, 0, 69, 1036, 321, 20, 67, 19, 0
1582370066, 951, 0, 61, 1028, 322, 20, 67, 19, 0
1582371094, 950, 0, 64, 1030, 311, 20, 65, 19, 0
1582372124, 950, 0, 62, 1028, 302, 20, 65, 19, 0
1582373152, 950, 0, 72, 1032, 306, 20, 65, 19, 0
1582374185, 950, 0, 62, 1027, 345, 21, 76, 19, 0
1582375212, 950, 0, 67, 1027, 360, 21, 78, 19, 0
1582376239, 952, 0, 69, 1034, 361, 21, 78, 19, 0
1582377273, 950, 0, 72, 1031, 364, 21, 77, 19, 0
1582378304, 950, 0, 70, 1029, 367, 21, 76, 19, 0
1582379334, 950, 0, 64, 1024, 348, 21, 77, 19, 0
1582380358, 951, 0, 63, 1026, 370, 21, 77, 19, 0
1582381384, 951, 0, 66, 1029, 355, 21, 75, 19, 0
1582382414, 951, 0, 76, 1038, 375, 21, 78, 19, 0
1582383452, 951, 0, 63, 1027, 385, 21, 82, 19, 0
1582384479, 952, 0, 59, 1027, 358, 20, 76, 19, 0
1582385506, 950, 0, 60, 1025, 348, 20, 73, 19, 0
1582386531, 951, 0, 61, 1028, 338, 20, 72, 19, 0
1582387559, 950, 0, 67, 1031, 348, 20, 74, 19, 0
1582388590, 950, 0, 64, 1028, 369, 20, 78, 19, 0
1582389618, 951, 0, 83, 1044, 401, 20, 82, 19, 0
1582390662, 950, 0, 66, 1026, 373, 20, 79, 19, 0
