Total,Process,Execute,WaitList,Reply
376,0,0,334,17
376,0,0,335,6
377,0,0,335,5
377,0,0,335,4
381,1,1,335,3
384,0,0,335,4
385,1,1,335,4
385,0,0,335,7
386,0,0,335,4
394,1,336,0,4
17,0,0,6,3
8,0,0,0,2
11,0,0,2,2
14,0,0,2,2
11,0,0,2,3
18,0,0,2,2
19,0,0,3,2
11,1,0,0,1
21,0,10,0,2
17,0,0,6,2
18,1,0,6,2
19,1,0,6,1
19,0,0,6,2
20,0,0,6,2
21,0,0,6,1
20,0,0,6,2
22,0,0,6,2
22,0,0,7,2
22,0,7,0,1
13,1,0,5,2
13,0,8,0,2
16,0,0,8,2
17,0,0,9,1
18,0,0,9,1
10,0,0,1,2
20,0,0,9,1
13,0,0,1,1
21,0,0,8,2
22,0,0,9,3
20,0,0,7,2
24,0,9,0,2
14,0,0,5,2
15,0,0,3,3
15,0,0,3,2
18,0,7,0,2
17,0,0,10,1
17,0,0,10,2
21,0,0,13,2
21,0,0,12,3
23,0,0,12,2
23,0,0,12,1
24,0,13,0,3
19,0,0,7,4
11,1,0,0,3
5,0,0,0,2
6,0,0,0,2
21,0,0,8,2
20,0,0,8,2
33,8,0,8,2
23,0,0,8,3
24,0,0,8,2
24,0,0,8,1
24,0,0,8,3
26,0,0,8,2
27,0,9,0,2
25,0,0,7,2
3,0,0,0,1
3,0,0,0,1
4,0,0,0,1
6,0,0,2,2
7,0,0,2,2
9,0,0,4,1
9,0,0,4,2
10,0,0,4,1
8,0,0,2,2
11,0,6,0,1
1,0,0,0,1
2,0,0,0,1
2,0,0,0,1
3,0,0,0,2
3,0,0,0,1
3,0,0,0,1
3,0,0,0,2
4,0,0,0,1
4,0,0,0,2
3,1,0,0,2
4,0,0,0,1
3,0,0,0,1
5,0,0,0,1
5,0,0,0,1
3,0,0,0,1
5,0,0,0,1
5,0,0,0,2
5,0,0,0,1
5,0,0,0,1
3,0,0,0,1
7,0,0,0,2
6,0,0,0,1
5,0,0,0,2
5,0,0,0,2
4,0,0,0,2
5,1,0,0,1
3,0,0,0,1
3,0,0,0,1
4,0,0,0,1
4,0,0,0,1
2,0,0,0,1
3,0,0,0,1
3,0,0,0,1
4,1,0,0,2
3,0,0,0,1
5,0,0,0,1
6,0,1,0,2
6,0,0,0,2
6,0,0,0,1
5,0,0,0,1
3,0,0,0,1
3,0,0,0,2
3,0,0,0,1
7,2,0,0,1
4,0,0,0,1
3,1,0,0,1
3,1,0,0,1
4,0,0,0,1
5,1,0,0,2
6,0,0,0,2
5,0,0,0,2
6,0,0,0,1
4,0,0,0,2
4,0,0,0,2
4,0,0,0,1
5,0,0,0,1
5,0,0,0,1
5,0,0,0,2
4,0,0,0,2
3,0,0,0,1
2,0,0,0,2
11,0,1,0,1
12,0,1,0,9
12,0,0,0,1
13,0,0,0,9
12,0,0,0,9
13,0,0,0,2
13,0,0,0,1
15,0,0,0,2
15,0,0,0,2
6,0,0,0,1
15,0,0,0,2
5,0,0,0,1
4,0,0,0,0
4,0,0,0,1
3,0,0,0,2
4,0,0,0,1
4,0,0,0,1
3,0,0,0,1
3,1,0,0,1
3,0,0,0,1
2,0,0,0,0
3,0,0,0,1
3,0,0,0,1
1,0,0,0,1
2,0,0,0,1
2,0,0,0,1
2,0,0,0,1
3,0,0,0,1
3,0,0,0,1
2,0,0,0,1
3,0,0,0,1
3,0,0,0,0
4,0,0,0,2
4,0,0,0,1
2,0,0,0,0
3,0,0,0,1
3,0,0,0,1
3,0,0,0,1
4,1,0,0,1
4,0,0,0,1
6,0,0,0,1
6,0,0,0,1
5,2,0,0,1
7,0,0,0,1
6,3,0,0,1
7,3,0,0,1
2,0,0,0,1
2,0,0,0,1
2,0,0,0,1
3,0,0,0,1
2,0,0,0,1
2,0,0,0,1
3,0,0,0,1
3,0,0,0,1
3,0,0,0,1
3,0,0,0,1
2,0,0,0,1
2,0,0,0,1
3,0,0,0,1
8,3,0,1,2
9,0,0,4,2
9,0,0,4,1
11,0,0,6,1
11,0,0,5,1
12,0,0,5,2
13,0,0,5,2
13,0,0,5,1
12,0,0,4,2
3,0,0,0,1
8,0,0,0,2
15,0,6,0,2
3,0,0,0,1
4,0,0,0,1
4,0,0,0,1
3,0,0,0,1
3,0,0,0,2
3,0,0,0,1
3,0,0,0,1
4,0,0,0,1
4,0,0,0,1
4,1,0,0,1
5,0,0,0,1
5,1,0,0,1
5,0,0,0,1
6,0,0,0,1
4,0,0,0,1
5,0,0,0,2
4,0,0,0,1
5,0,0,0,1
3,0,0,0,0
3,0,0,0,1
6,0,0,1,1
6,0,0,1,1
7,0,0,1,1
7,0,0,1,0
7,0,0,1,1
8,0,0,1,1
8,0,0,1,0
9,0,0,1,0
9,0,0,1,1
9,0,0,1,1
16,0,5,0,0
2,0,0,0,1
2,0,0,0,1
2,0,0,0,1
2,0,0,0,2
5,1,0,0,1
4,0,0,0,2
4,0,0,0,1
6,0,0,0,3
5,0,0,0,1
5,0,0,0,2
4,0,0,0,1
5,0,0,0,2
5,0,0,0,1
6,0,0,0,1
7,0,0,0,1
5,0,0,0,1
4,0,0,0,1
6,0,0,0,1
5,0,0,0,2
4,0,0,0,1
6,0,1,0,1
5,0,0,0,1
1,0,0,0,1
1,0,0,0,1
3,0,0,0,1
3,0,0,0,1
4,0,0,0,2
3,0,0,0,1
4,0,0,0,1
5,0,0,0,1
4,0,0,0,2
5,0,0,0,1
5,0,0,0,1
5,0,0,0,1
3,0,0,0,2
3,0,0,0,1
4,0,1,0,1
4,0,0,0,1
5,0,0,0,1
3,0,0,0,1
3,0,0,0,1
20,0,0,18,1
20,0,0,18,0
20,0,0,18,0
22,0,0,18,0
20,0,0,17,1
22,0,0,18,0
21,0,0,18,0
20,0,0,17,1
21,0,0,17,0
22,0,0,18,0
35,11,19,0,1
2,0,0,0,1
3,0,0,0,1
3,0,0,0,2
3,0,0,0,2
4,0,0,0,1
4,0,0,0,1
4,0,0,0,1
5,0,0,0,1
5,0,0,0,1
6,0,0,0,1
5,0,0,0,1
7,0,0,0,2
5,0,0,0,1
4,0,0,0,1
4,0,0,0,2
4,0,0,0,1
4,0,0,0,1
3,0,0,0,1
5,0,0,0,1
4,0,0,0,2
3,0,0,0,1
3,0,0,0,1
3,0,0,0,1
1,0,0,0,1
2,0,0,0,1
2,0,0,0,1
2,0,0,0,1
3,0,0,0,1
3,0,0,0,1
3,0,0,0,1
3,0,0,0,1
4,0,0,0,1
3,0,0,0,1
5,0,0,0,1
3,0,0,0,1
3,0,0,0,1
8,5,0,0,2
1,0,0,0,1
2,0,0,0,1
2,0,0,0,0
2,0,0,0,1
3,0,0,0,1
3,0,0,0,0
3,0,0,0,1
3,0,0,0,1
2,0,0,0,0
3,0,1,0,0
2,0,0,0,1
2,0,0,0,1
2,0,0,0,1
1,0,0,0,0
2,1,0,0,0
1,0,0,0,1
2,0,0,0,1
2,0,0,0,0
2,1,0,0,1
3,0,0,0,1
2,0,0,0,1
3,0,0,0,1
3,0,0,0,1
3,0,0,0,1
3,0,0,0,1
3,0,0,0,1
3,0,0,0,1
3,0,0,0,1
2,0,0,0,1
2,0,0,0,1
3,0,0,0,0
2,0,0,0,1
2,0,0,0,1
1,0,0,0,0
10,9,0,0,1
2,0,0,0,1
3,0,0,0,1
3,0,0,0,1
4,0,0,0,1
4,0,0,0,1
4,0,0,0,1
4,0,0,0,1
4,0,0,0,1
5,0,0,0,1
5,0,0,0,1
5,0,0,0,2
4,0,0,0,1
3,0,0,0,1
4,0,0,0,2
5,0,0,0,1
4,0,0,0,1
4,0,0,0,2
4,0,0,0,1
30,0,0,20,1
30,0,0,20,1
31,0,0,20,5
31,0,0,20,1
31,0,0,20,1
32,0,0,20,0
33,0,0,20,1
33,0,0,20,2
33,0,0,20,1
49,14,21,0,1
35,0,0,20,2
4,0,0,0,1
3,0,0,0,1
26,0,0,19,1
27,0,0,19,1
25,0,0,18,1
26,0,0,18,1
26,0,0,18,1
27,0,0,18,1
27,0,0,18,1
29,0,0,19,1
27,0,0,17,1
28,0,0,17,1
31,0,19,0,1
18,0,0,8,2
19,0,0,8,1
20,0,0,8,2
22,0,0,10,1
22,0,0,10,2
22,0,0,10,2
21,0,0,8,2
21,0,0,8,1
24,0,0,10,1
24,0,0,10,1
24,0,10,0,2
4,0,0,0,1
3,0,0,0,1
3,0,0,0,1
3,0,0,0,1
3,0,0,0,1
8,0,0,4,1
9,0,0,4,1
11,0,0,5,0
9,0,0,3,1
12,0,0,5,1
10,0,0,4,0
13,0,0,5,1
12,0,0,5,1
14,0,6,0,1
13,0,0,5,1
12,0,0,4,1
2,0,0,0,1
2,0,0,0,1
3,0,0,0,1
3,0,0,0,1
3,0,0,0,1
4,0,0,0,1
3,0,0,0,1
2,0,0,0,1
4,0,0,0,1
3,0,0,0,2
4,0,0,0,1
4,0,0,0,1
4,0,0,0,1
4,0,0,0,1
3,0,0,0,2
4,0,0,0,1
3,0,0,0,1
3,0,0,0,1
4,0,0,0,1
3,0,0,0,2
3,0,0,0,1
3,0,0,0,1
4,0,0,0,1
3,0,0,0,2
3,0,0,0,1
3,0,0,0,1
8,0,0,6,1
8,0,0,6,0
8,0,0,6,0
10,0,0,6,1
10,0,0,6,1
10,0,0,6,0
9,0,0,6,1
8,0,0,5,1
11,0,6,0,0
1,0,0,0,1
20,9,7,0,1
2,0,0,0,1
1,0,0,0,1
2,0,0,0,1
2,0,0,0,1
2,0,0,0,1
2,0,0,0,1
2,0,0,0,1
1,0,0,0,0
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,0
1,0,0,0,0
6,0,0,4,1
6,3,0,1,0
6,0,0,4,0
6,0,0,4,0
6,0,0,4,0
6,0,0,4,1
7,0,0,4,0
7,0,0,4,0
7,0,0,4,1
8,1,4,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,1
1,0,0,0,0
1,0,0,0,1
1,0,0,0,1
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,1
0,0,0,0,0
1,0,0,0,0
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,0
0,0,0,0,0
1,0,0,0,0
1,0,0,0,1
1,0,0,0,1
2,0,0,0,0
1,0,0,0,1
1,0,0,0,1
1,0,0,0,0
1,0,0,0,0
1,0,0,0,1
1,0,0,0,0
0,0,0,0,0
11,0,0,5,1
11,0,0,5,1
13,0,0,5,1
12,0,0,5,1
12,0,0,5,1
13,0,0,5,1
13,0,0,5,1
14,0,0,5,1
15,0,6,0,1
16,0,0,6,1
3,0,0,0,2
4,0,0,0,2
3,0,0,0,1
4,0,0,0,1
4,0,0,0,1
3,0,0,0,2
4,0,0,0,1
3,0,0,0,1
4,0,0,0,2
4,0,0,0,1
2,0,0,0,0
1,0,0,0,1
2,0,0,0,1
2,0,0,0,1
2,0,0,0,1
2,0,0,0,1
