Total,Process,Execute,WaitList,Reply
377,1,1,332,17
376,0,0,332,8
378,1,1,332,4
379,1,1,332,5
383,0,0,332,4
384,1,1,332,4
384,0,0,332,6
383,0,0,332,5
388,0,0,332,6
389,1,333,0,4
11,0,0,0,5
12,0,0,0,5
23,0,0,8,2
24,0,0,9,3
25,0,0,9,2
24,0,0,8,3
27,0,0,9,2
26,0,0,8,2
28,0,0,9,3
28,0,0,9,3
29,0,0,9,5
31,0,11,0,3
13,0,0,4,3
16,0,0,5,3
15,0,0,5,3
17,0,0,5,3
16,0,0,3,3
17,0,0,4,3
20,0,7,0,3
18,0,0,4,3
9,0,0,0,3
10,1,0,0,2
10,0,0,6,1
12,2,0,5,1
13,0,0,6,1
13,0,9,0,1
11,0,0,5,1
10,0,0,5,1
12,0,0,5,1
11,0,0,5,0
13,0,0,5,1
12,0,0,4,1
13,0,0,5,1
13,0,0,5,1
12,0,0,4,1
15,0,5,0,1
23,0,0,8,4
25,1,0,9,2
24,0,0,7,4
26,0,0,8,2
27,0,0,7,1
28,0,0,8,2
29,0,0,8,2
28,0,0,7,2
27,0,0,6,2
33,0,9,0,2
47,0,0,42,1
49,0,1,43,1
49,0,0,42,1
50,0,0,43,1
50,0,0,42,1
52,0,0,43,0
51,0,0,42,2
48,0,0,40,2
51,3,0,40,2
53,0,44,0,1
3,0,0,0,2
3,0,0,0,2
3,0,0,0,2
3,0,0,0,2
3,0,0,0,1
2,0,0,0,1
2,0,0,0,2
3,0,0,0,1
3,0,1,0,1
3,0,0,0,2
4,0,0,0,2
4,0,0,0,3
5,0,0,0,2
8,0,0,4,1
9,1,0,4,0
9,0,0,4,1
7,0,0,3,0
12,1,0,5,2
9,0,0,4,0
9,0,0,4,1
12,0,5,0,0
1,0,0,0,0
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,0
1,0,0,0,1
1,0,0,0,0
2,1,0,0,0
2,0,0,0,1
2,0,0,0,1
2,0,0,0,1
2,0,0,0,1
2,0,0,0,1
2,0,0,0,1
4,1,0,0,2
3,0,0,0,2
4,0,0,0,2
4,0,0,0,2
4,0,0,0,2
4,0,0,0,2
5,0,0,0,1
5,0,0,0,1
2,0,0,0,1
3,0,0,0,1
4,0,0,0,3
3,0,0,0,2
3,0,0,0,2
11,8,0,0,2
10,8,0,0,2
11,0,0,6,1
12,0,0,6,1
11,0,0,5,0
13,0,0,6,1
11,0,0,5,1
12,0,0,5,1
12,0,0,5,1
14,1,0,6,1
14,0,0,6,1
15,0,7,0,2
11,1,0,0,9
10,0,0,0,9
22,0,0,5,2
