Ticks, P1Time, P2Time, P3Time, TotalTime, Requests, Regions, Players, Rounds, HasQuest, Replys
2355081580, 1002, 0, 0, 1005, 0, 144, 0, 20, 0, 0
2355082585, 1004, 0, 0, 1007, 0, 144, 0, 20, 0, 0
2355083593, 951, 0, 14, 1024, 179, 144, 77, 19, 0, 824
2355084617, 951, 0, 42, 1018, 461, 144, 100, 19, 0, 1789
2355085635, 952, 0, 52, 1008, 505, 144, 100, 19, 0, 1900
2355086643, 950, 0, 45, 1021, 509, 144, 100, 19, 0, 1900
2355087664, 952, 0, 43, 1014, 507, 144, 100, 19, 0, 1900
2355088679, 950, 0, 56, 1015, 504, 144, 100, 19, 0, 1900
2355089694, 950, 0, 52, 1013, 504, 144, 100, 19, 0, 1896
2355090707, 950, 0, 50, 1019, 504, 145, 100, 19, 0, 1883
2355091726, 951, 0, 52, 1011, 503, 145, 100, 19, 0, 1900
2355092738, 950, 0, 45, 1006, 493, 145, 100, 19, 0, 1890
2355093744, 952, 0, 45, 1012, 494, 145, 100, 19, 0, 1898
2355094756, 950, 0, 46, 1016, 496, 145, 100, 19, 0, 1900
2355095772, 951, 0, 50, 1007, 507, 145, 101, 19, 0, 1917
2355096780, 950, 0, 44, 1014, 505, 145, 101, 19, 0, 1919
2355097795, 951, 0, 47, 1012, 505, 145, 101, 19, 0, 1919
2355098810, 951, 0, 51, 1011, 507, 145, 102, 19, 0, 1937
2355099821, 950, 0, 48, 1015, 505, 145, 102, 19, 0, 1938
2355100836, 951, 0, 43, 1015, 508, 145, 102, 19, 0, 1919
2355101852, 950, 0, 49, 1010, 493, 144, 100, 19, 0, 1900
2355102862, 950, 0, 53, 1013, 494, 144, 100, 19, 0, 1890
2355103876, 951, 0, 48, 1010, 480, 144, 100, 19, 0, 1883
2355104886, 950, 0, 46, 1009, 495, 144, 101, 19, 0, 1916
2355105896, 950, 0, 49, 1012, 492, 144, 101, 19, 0, 1916
2355106909, 950, 0, 50, 1010, 489, 144, 100, 19, 0, 1887
2355107919, 950, 0, 52, 1010, 490, 144, 100, 19, 0, 1900
2355108929, 951, 0, 47, 1018, 478, 144, 100, 19, 0, 1900
2355109948, 951, 0, 56, 1015, 476, 144, 100, 19, 0, 1888
2355110964, 951, 0, 50, 1012, 480, 145, 100, 19, 0, 1887
2355111976, 950, 0, 43, 1016, 484, 145, 100, 19, 0, 1891
2355112993, 950, 0, 45, 1014, 480, 145, 100, 19, 0, 1891
2355114007, 950, 0, 42, 1016, 478, 145, 99, 19, 0, 1881
2355115025, 952, 0, 45, 1016, 475, 145, 99, 19, 0, 1880
