Ticks, P1Time, P2Time, P3Time, TotalTime, Requests, Regions, Players, Rounds, HasQuest, Replys
2354704039, 1003, 0, 0, 1034, 0, 9, 0, 20, 0, 0
2354705074, 1002, 0, 8, 1027, 12, 9, 34, 20, 0, 121
2354706101, 900, 0, 49, 1028, 310, 9, 102, 18, 0, 1268
2354707129, 951, 0, 83, 1042, 564, 9, 108, 19, 0, 2051
2354708171, 951, 0, 79, 1039, 568, 9, 110, 19, 0, 2070
2354709210, 951, 0, 78, 1040, 562, 9, 109, 19, 0, 2048
2354710250, 900, 0, 86, 1002, 537, 9, 107, 18, 0, 1925
2354711252, 952, 0, 75, 1041, 541, 9, 108, 19, 0, 2034
2354712293, 950, 0, 73, 1033, 546, 9, 107, 19, 0, 2033
2354713327, 951, 0, 83, 1045, 558, 9, 108, 19, 0, 2032
2354714372, 950, 0, 82, 1043, 562, 9, 108, 19, 0, 2052
2354715416, 951, 0, 81, 1047, 555, 9, 108, 19, 0, 2052
2354716463, 951, 0, 93, 1053, 549, 9, 108, 19, 0, 2036
2354717516, 950, 0, 85, 1050, 560, 9, 108, 19, 0, 2048
2354718566, 950, 0, 84, 1047, 558, 9, 108, 19, 0, 2048
2354719613, 951, 0, 85, 1049, 546, 9, 108, 19, 0, 2041
2354720662, 950, 0, 78, 1045, 538, 9, 108, 19, 0, 2029
2354721708, 950, 0, 79, 1042, 534, 9, 105, 19, 0, 1995
2354722750, 900, 0, 81, 1003, 515, 9, 105, 18, 0, 1875
2354723753, 950, 0, 86, 1057, 559, 9, 106, 19, 0, 2005
2354724810, 950, 0, 80, 1048, 547, 9, 107, 19, 0, 2027
2354725858, 950, 0, 80, 1041, 539, 9, 108, 19, 0, 2050
2354726899, 950, 0, 79, 1041, 546, 9, 108, 19, 0, 2052
2354727940, 951, 0, 76, 1039, 562, 9, 108, 19, 0, 2052
2354728979, 950, 0, 77, 1037, 553, 9, 109, 19, 0, 2062
2354730016, 950, 0, 84, 1039, 542, 9, 110, 19, 0, 2059
2354731055, 951, 0, 75, 1042, 543, 9, 110, 19, 0, 2062
2354732097, 950, 0, 78, 1040, 531, 9, 107, 19, 0, 2026
2354733137, 951, 0, 74, 1034, 551, 9, 108, 19, 0, 2033
2354734171, 951, 0, 80, 1041, 559, 9, 111, 19, 0, 2070
2354735212, 950, 0, 76, 1038, 560, 9, 110, 19, 0, 2090
2354736250, 950, 0, 76, 1039, 545, 9, 110, 19, 0, 2080
2354737289, 951, 0, 81, 1042, 551, 9, 110, 19, 0, 2076
2354738331, 951, 0, 78, 1037, 548, 9, 112, 19, 0, 2116
2354739368, 951, 0, 80, 1038, 549, 9, 112, 19, 0, 2120
2354740406, 902, 0, 81, 1001, 526, 9, 111, 18, 0, 1981
2354741407, 951, 0, 90, 1054, 534, 9, 110, 19, 0, 2088
2354742461, 951, 0, 84, 1047, 551, 9, 111, 19, 0, 2103
2354743508, 950, 0, 81, 1052, 537, 9, 111, 19, 0, 2061
2354744560, 900, 0, 81, 1009, 493, 8, 104, 18, 0, 1865
2354745569, 901, 0, 73, 1003, 493, 8, 104, 18, 0, 1862
2354746572, 901, 0, 80, 1001, 484, 8, 103, 18, 0, 1837
2354747573, 901, 0, 91, 1007, 505, 8, 102, 18, 0, 1834
2354748580, 952, 0, 70, 1054, 501, 8, 101, 19, 0, 1906
2354749634, 950, 0, 82, 1051, 496, 8, 101, 19, 0, 1919
2354750685, 951, 0, 82, 1047, 487, 8, 101, 19, 0, 1919
2354751732, 951, 0, 74, 1043, 498, 8, 101, 19, 0, 1903
2354752775, 950, 0, 78, 1048, 504, 8, 100, 19, 0, 1900
2354753823, 900, 0, 72, 1004, 473, 8, 102, 18, 0, 1802
2354754827, 950, 0, 84, 1052, 501, 8, 104, 19, 0, 1969
2354755879, 950, 0, 83, 1046, 509, 8, 105, 19, 0, 1994
2354756925, 900, 0, 75, 1002, 497, 8, 105, 18, 0, 1890
2354757927, 951, 0, 79, 1041, 516, 8, 107, 19, 0, 2016
2354758968, 950, 0, 82, 1043, 560, 8, 107, 19, 0, 2033
2354760011, 950, 0, 85, 1048, 528, 8, 108, 19, 0, 2037
2354761059, 951, 0, 86, 1049, 531, 8, 109, 19, 0, 2066
2354762108, 950, 0, 80, 1044, 526, 8, 108, 19, 0, 2048
2354763152, 952, 0, 83, 1050, 549, 8, 108, 19, 0, 2040
2354764202, 951, 0, 77, 1050, 498, 8, 108, 19, 0, 1925
2354765253, 951, 0, 77, 1048, 488, 7, 100, 19, 0, 1898
2354766301, 950, 0, 67, 1040, 486, 7, 100, 19, 0, 1900
2354767341, 951, 0, 78, 1046, 501, 7, 100, 19, 0, 1900
2354768387, 951, 0, 68, 1039, 500, 7, 101, 19, 0, 1906
2354769426, 951, 0, 72, 1040, 504, 7, 102, 19, 0, 1937
2354770466, 950, 0, 73, 1038, 496, 7, 105, 19, 0, 1954
2354771504, 950, 0, 75, 1034, 511, 7, 105, 19, 0, 1985
2354772538, 952, 0, 74, 1039, 516, 7, 109, 19, 0, 2028
2354773577, 950, 0, 80, 1041, 555, 7, 110, 19, 0, 2063
2354774618, 950, 0, 71, 1040, 518, 6, 106, 19, 0, 1997
2354775659, 950, 0, 75, 1043, 505, 6, 105, 19, 0, 1994
2354776702, 951, 0, 77, 1034, 499, 6, 104, 19, 0, 1962
2354777736, 950, 0, 77, 1045, 512, 6, 104, 19, 0, 1961
2354778781, 950, 0, 76, 1041, 519, 6, 104, 19, 0, 1976
2354779822, 951, 0, 70, 1038, 514, 6, 105, 19, 0, 1990
2354780860, 950, 0, 78, 1043, 511, 6, 105, 19, 0, 1989
2354781903, 953, 0, 71, 1040, 529, 6, 106, 19, 0, 2006
2354782943, 950, 0, 69, 1035, 516, 6, 107, 19, 0, 2018
2354783978, 950, 0, 74, 1033, 530, 6, 107, 19, 0, 2020
2354785011, 951, 0, 80, 1038, 527, 6, 106, 19, 0, 2003
2354786049, 951, 0, 77, 1044, 540, 6, 107, 19, 0, 2020
2354787094, 950, 0, 74, 1045, 512, 6, 105, 19, 0, 1995
2354788139, 953, 0, 82, 1055, 548, 6, 109, 19, 0, 2048
2354789194, 901, 0, 86, 1006, 527, 6, 109, 18, 0, 1955
2354790200, 902, 0, 91, 1005, 526, 6, 112, 18, 0, 1969
2354791205, 950, 0, 91, 1048, 568, 6, 116, 19, 0, 2166
2354792253, 950, 0, 86, 1043, 584, 6, 119, 19, 0, 2233
2354793296, 950, 0, 81, 1042, 582, 6, 119, 19, 0, 2240
2354794338, 950, 0, 74, 1048, 526, 6, 117, 19, 0, 1951
2354795386, 951, 0, 77, 1043, 508, 5, 103, 19, 0, 1957
2354796429, 951, 0, 70, 1038, 519, 5, 106, 19, 0, 1973
2354797467, 950, 0, 75, 1035, 517, 5, 107, 19, 0, 2015
2354798503, 950, 0, 74, 1040, 523, 5, 107, 19, 0, 2008
2354799543, 950, 0, 79, 1040, 520, 5, 106, 19, 0, 2010
2354800583, 951, 0, 75, 1039, 552, 5, 109, 19, 0, 2053
2354801622, 950, 0, 75, 1038, 524, 5, 108, 19, 0, 2032
2354802660, 951, 0, 82, 1051, 521, 5, 109, 19, 0, 2023
2354803711, 900, 0, 80, 1002, 519, 5, 111, 18, 0, 1971
2354804713, 951, 0, 83, 1048, 543, 5, 111, 19, 0, 2084
2354805761, 951, 0, 78, 1047, 561, 5, 110, 19, 0, 2072
2354806808, 950, 0, 80, 1049, 548, 5, 112, 19, 0, 2106
2354807857, 950, 0, 88, 1047, 558, 5, 112, 19, 0, 2128
2354808904, 950, 0, 93, 1054, 553, 5, 112, 19, 0, 2117
2354809958, 950, 0, 80, 1041, 548, 5, 110, 19, 0, 2090
2354810999, 950, 0, 79, 1045, 545, 5, 111, 19, 0, 2095
2354812044, 950, 0, 82, 1046, 539, 5, 110, 19, 0, 2082
2354813090, 950, 0, 76, 1046, 551, 5, 111, 19, 0, 2097
2354814136, 950, 0, 74, 1040, 531, 5, 111, 19, 0, 2099
2354815176, 951, 0, 78, 1040, 566, 5, 111, 19, 0, 2106
2354816216, 952, 0, 79, 1048, 559, 5, 111, 19, 0, 2092
2354817264, 950, 0, 77, 1038, 538, 5, 111, 19, 0, 2094
2354818302, 951, 0, 83, 1046, 572, 5, 114, 19, 0, 2140
2354819348, 952, 0, 82, 1042, 556, 5, 114, 19, 0, 2163
2354820390, 950, 0, 78, 1041, 577, 5, 115, 19, 0, 2174
2354821431, 952, 0, 83, 1044, 582, 5, 117, 19, 0, 2210
2354822475, 956, 0, 84, 1050, 577, 5, 118, 19, 0, 2236
2354823525, 951, 0, 79, 1039, 584, 5, 119, 19, 0, 2230
2354824564, 951, 0, 80, 1042, 535, 4, 107, 19, 0, 2009
2354825606, 950, 0, 81, 1046, 524, 4, 105, 19, 0, 1981
2354826652, 951, 0, 83, 1049, 529, 4, 106, 19, 0, 2008
2354827701, 950, 0, 76, 1044, 516, 4, 105, 19, 0, 1964
2354828745, 900, 0, 91, 1012, 512, 4, 107, 18, 0, 1897
2354829757, 900, 0, 104, 1043, 518, 4, 106, 18, 0, 1891
2354830800, 901, 0, 76, 1043, 515, 4, 106, 18, 0, 1884
2354831843, 900, 0, 81, 1008, 517, 4, 108, 18, 0, 1923
2354832851, 902, 0, 108, 1047, 535, 4, 108, 18, 0, 1930
2354833898, 901, 0, 86, 1019, 539, 4, 111, 18, 0, 1985
2354834917, 900, 0, 99, 1015, 538, 4, 112, 18, 0, 2002
2354835932, 900, 0, 89, 1009, 533, 4, 112, 18, 0, 1995
2354836941, 900, 0, 79, 1003, 515, 4, 110, 18, 0, 1968
2354837944, 900, 0, 87, 1004, 521, 4, 110, 18, 0, 1969
2354838948, 951, 0, 74, 1042, 537, 4, 109, 19, 0, 2062
2354839990, 951, 0, 76, 1040, 545, 4, 109, 19, 0, 2055
2354841030, 951, 0, 77, 1043, 554, 4, 112, 19, 0, 2086
2354842073, 900, 0, 84, 1006, 539, 4, 114, 18, 0, 2033
2354843079, 950, 0, 80, 1043, 569, 4, 115, 19, 0, 2182
2354844122, 952, 0, 82, 1050, 562, 4, 115, 19, 0, 2150
2354845172, 950, 0, 82, 1045, 568, 4, 113, 19, 0, 2147
2354846218, 951, 0, 78, 1051, 574, 4, 113, 19, 0, 2135
2354847269, 951, 0, 77, 1041, 549, 4, 113, 19, 0, 2138
2354848310, 951, 0, 79, 1039, 554, 4, 115, 19, 0, 2159
2354849349, 901, 0, 77, 1012, 545, 4, 116, 18, 0, 2088
2354850361, 950, 0, 81, 1042, 581, 4, 117, 19, 0, 2217
2354851404, 951, 0, 77, 1039, 584, 4, 117, 19, 0, 2211
2354852444, 951, 0, 79, 1042, 596, 4, 121, 19, 0, 2251
2354853486, 951, 0, 83, 1048, 609, 4, 122, 19, 1, 2288
2354854534, 951, 0, 84, 1042, 608, 4, 120, 19, 1, 2262
2354855576, 950, 0, 79, 1039, 628, 4, 119, 19, 1, 2243
2354856615, 951, 0, 82, 1041, 602, 4, 120, 19, 1, 2276
2354857656, 951, 0, 77, 1049, 596, 4, 119, 19, 1, 2229
2354858705, 951, 0, 76, 1054, 587, 4, 117, 19, 1, 2197
2354859759, 952, 0, 73, 1040, 570, 4, 115, 19, 1, 2172
2354860799, 900, 0, 82, 1001, 519, 4, 113, 18, 1, 2032
2354861800, 952, 0, 89, 1055, 578, 4, 113, 19, 1, 2139
2354862855, 951, 0, 81, 1043, 566, 4, 113, 19, 1, 2142
2354863898, 951, 0, 82, 1046, 559, 4, 113, 19, 1, 2115
2354864944, 950, 0, 74, 1034, 532, 4, 112, 19, 1, 2094
2354865978, 950, 0, 76, 1037, 565, 4, 112, 19, 1, 2125
2354867015, 950, 0, 75, 1038, 541, 4, 111, 19, 1, 2053
2354868054, 950, 0, 69, 1037, 519, 4, 106, 19, 1, 2006
2354869091, 950, 0, 75, 1038, 525, 4, 106, 19, 1, 2014
2354870129, 950, 0, 77, 1042, 515, 4, 106, 19, 1, 1994
2354871171, 950, 0, 74, 1038, 532, 4, 107, 19, 1, 2004
2354872209, 951, 0, 71, 1037, 521, 4, 105, 19, 1, 1974
2354873246, 950, 0, 78, 1045, 504, 4, 103, 19, 1, 1922
2354874291, 951, 0, 77, 1043, 499, 4, 102, 19, 1, 1921
2354875334, 952, 0, 70, 1043, 488, 4, 101, 19, 1, 1859
2354876377, 951, 0, 77, 1048, 478, 4, 96, 19, 1, 1818
2354877425, 950, 0, 72, 1050, 491, 4, 96, 19, 1, 1806
2354878475, 950, 0, 69, 1040, 454, 4, 94, 19, 1, 1770
2354879515, 952, 0, 67, 1039, 460, 4, 94, 19, 1, 1772
2354880554, 950, 0, 81, 1045, 468, 4, 95, 19, 1, 1781
2354881599, 950, 0, 71, 1042, 457, 4, 92, 19, 1, 1728
