Ticks, P1Time, P2Time, P3Time, TotalTime, Requests, Regions, Players, Rounds, HasQuest, Replys
2355081567, 1001, 0, 0, 1018, 0, 144, 0, 20, 0, 0
2355082585, 1002, 0, 0, 1008, 0, 144, 0, 20, 0, 0
2355083593, 956, 0, 11, 1023, 440, 144, 71, 19, 0, 680
2355084617, 952, 0, 38, 1018, 560, 144, 99, 19, 0, 1764
2355085635, 950, 0, 51, 1008, 492, 144, 99, 19, 0, 1867
2355086643, 950, 0, 46, 1021, 495, 144, 98, 19, 0, 1859
2355087664, 950, 0, 44, 1014, 492, 144, 99, 19, 0, 1872
2355088679, 950, 0, 55, 1015, 492, 144, 98, 19, 0, 1862
2355089694, 950, 0, 49, 1013, 498, 144, 98, 19, 0, 1862
2355090707, 953, 0, 48, 1019, 492, 145, 100, 19, 0, 1862
2355091726, 950, 0, 46, 1011, 487, 145, 100, 19, 0, 1872
2355092738, 950, 0, 48, 1006, 486, 145, 98, 19, 0, 1862
2355093744, 950, 0, 40, 1012, 494, 145, 100, 19, 0, 1884
2355094756, 952, 0, 50, 1014, 500, 145, 100, 19, 0, 1885
2355095770, 950, 0, 43, 1009, 492, 145, 99, 19, 0, 1875
2355096780, 950, 0, 44, 1014, 499, 145, 98, 19, 0, 1850
2355097795, 950, 0, 49, 1012, 478, 145, 96, 19, 0, 1808
2355098810, 951, 0, 46, 1011, 470, 145, 94, 19, 0, 1786
2355099821, 951, 0, 50, 1015, 472, 145, 94, 19, 0, 1770
2355100836, 951, 0, 39, 1015, 471, 147, 100, 19, 0, 1795
2355101852, 950, 0, 50, 1010, 504, 147, 101, 19, 0, 1904
2355102862, 950, 1, 51, 1013, 492, 147, 100, 19, 0, 1900
2355103876, 950, 0, 51, 1010, 496, 147, 100, 19, 0, 1899
2355104886, 951, 0, 47, 1009, 503, 147, 100, 19, 0, 1895
2355105896, 952, 0, 55, 1012, 489, 147, 99, 19, 0, 1866
2355106909, 950, 0, 47, 1009, 489, 147, 100, 19, 0, 1873
2355107919, 951, 0, 55, 1010, 485, 147, 100, 19, 0, 1897
2355108929, 951, 0, 45, 1019, 481, 147, 99, 19, 0, 1867
2355109948, 950, 0, 48, 1015, 473, 147, 99, 19, 0, 1849
2355110964, 951, 1, 44, 1012, 480, 148, 100, 19, 0, 1861
2355111976, 951, 0, 40, 1015, 499, 148, 100, 19, 0, 1896
2355112993, 950, 0, 48, 1014, 486, 148, 99, 19, 0, 1873
2355114007, 952, 0, 43, 1016, 477, 148, 98, 19, 0, 1858
2355115025, 950, 0, 41, 1017, 470, 148, 99, 19, 0, 1848
2355116042, 951, 0, 45, 1016, 484, 148, 101, 19, 0, 1901
2355117058, 950, 0, 45, 1017, 483, 148, 102, 19, 0, 1905
2355118075, 951, 0, 39, 1018, 478, 148, 102, 19, 0, 1917
2355119094, 950, 0, 39, 1016, 478, 148, 100, 19, 0, 1887
2355120111, 950, 0, 47, 1012, 464, 148, 99, 19, 0, 1880
2355121124, 951, 0, 48, 1012, 462, 149, 100, 19, 0, 1890
2355122136, 950, 0, 43, 1016, 460, 149, 99, 19, 0, 1881
2355123152, 950, 0, 50, 1014, 466, 149, 99, 19, 0, 1881
2355124166, 950, 0, 39, 1018, 469, 149, 98, 19, 0, 1862
2355125184, 950, 0, 45, 1013, 461, 149, 98, 19, 0, 1853
2355126197, 952, 0, 39, 1016, 465, 149, 98, 19, 0, 1847
2355127213, 951, 0, 50, 1015, 455, 149, 98, 19, 0, 1829
2355128229, 952, 0, 49, 1023, 450, 149, 96, 19, 0, 1806
2355129252, 951, 0, 45, 1011, 438, 149, 95, 19, 0, 1803
2355130265, 950, 0, 47, 1012, 426, 149, 95, 19, 0, 1795
2355131279, 951, 1, 47, 1014, 438, 151, 100, 19, 0, 1841
2355132293, 952, 0, 43, 1018, 471, 151, 100, 19, 0, 1894
2355133312, 950, 0, 45, 1010, 455, 151, 100, 19, 0, 1900
2355134322, 950, 0, 53, 1015, 469, 151, 101, 19, 0, 1916
2355135337, 950, 0, 55, 1014, 465, 151, 101, 19, 0, 1911
2355136352, 951, 1, 39, 1028, 473, 151, 101, 19, 0, 1904
2355137380, 951, 0, 46, 1017, 474, 151, 102, 19, 0, 1917
2355138398, 951, 0, 41, 1027, 473, 151, 102, 19, 0, 1923
2355139425, 950, 0, 54, 1016, 470, 151, 101, 19, 0, 1893
2355140441, 951, 0, 51, 1013, 458, 151, 100, 19, 0, 1881
2355141455, 950, 0, 48, 1017, 469, 151, 101, 19, 0, 1882
2355142472, 950, 0, 51, 1018, 453, 151, 99, 19, 0, 1863
2355143490, 951, 0, 52, 1018, 450, 151, 101, 19, 0, 1897
2355144508, 951, 0, 51, 1013, 467, 151, 101, 19, 0, 1886
2355145521, 951, 0, 49, 1007, 456, 151, 98, 19, 0, 1862
2355146528, 951, 0, 49, 1009, 451, 151, 98, 19, 0, 1840
2355147538, 950, 0, 50, 1014, 444, 151, 96, 19, 0, 1824
2355148553, 950, 0, 43, 1015, 457, 151, 97, 19, 0, 1838
2355149568, 950, 1, 47, 1008, 450, 151, 98, 19, 0, 1836
2355150576, 950, 0, 43, 1008, 449, 151, 96, 19, 0, 1824
2355151584, 950, 1, 46, 1010, 466, 152, 100, 19, 0, 1888
2355152595, 951, 0, 45, 1008, 465, 152, 100, 19, 0, 1870
2355153604, 951, 0, 52, 1012, 440, 152, 97, 19, 0, 1805
2355154617, 950, 0, 45, 1009, 442, 152, 95, 19, 0, 1790
2355155626, 950, 0, 41, 1007, 436, 152, 95, 19, 0, 1757
2355156637, 950, 0, 44, 1007, 421, 152, 92, 19, 0, 1722
2355157645, 951, 0, 40, 1024, 434, 152, 91, 19, 0, 1721
2355158669, 950, 0, 35, 1014, 424, 152, 93, 19, 0, 1739
2355159683, 950, 0, 49, 1013, 431, 152, 93, 19, 0, 1755
2355160698, 950, 0, 41, 1014, 437, 152, 95, 19, 0, 1768
2355161713, 951, 1, 42, 1010, 466, 154, 101, 19, 0, 1911
2355162723, 950, 0, 51, 1010, 475, 154, 101, 19, 0, 1918
2355163733, 951, 0, 46, 1015, 467, 154, 102, 19, 0, 1920
2355164748, 952, 0, 39, 1012, 467, 154, 102, 19, 0, 1916
2355165760, 952, 0, 43, 1015, 467, 154, 100, 19, 0, 1897
2355166775, 951, 1, 45, 1014, 475, 154, 99, 19, 0, 1868
2355167790, 951, 0, 42, 1011, 459, 154, 98, 19, 0, 1817
2355168801, 951, 0, 52, 1015, 448, 154, 94, 19, 0, 1766
2355169816, 951, 0, 41, 1013, 439, 154, 93, 19, 0, 1741
2355170829, 951, 0, 46, 1010, 442, 155, 100, 19, 0, 1774
2355171839, 952, 0, 48, 1010, 478, 155, 100, 19, 0, 1887
2355172849, 951, 0, 47, 1005, 475, 155, 101, 19, 0, 1888
