Ticks, P1Time, P2Time, P3Time, TotalTime, Requests, Regions, Players, Rounds, HasQuest
1580710866, 1004, 0, 0, 1005, 0, 64, 0, 20, 0
1580711871, 1000, 0, 0, 1006, 0, 64, 0, 20, 0
1580712877, 1000, 0, 31, 1053, 162, 64, 71, 20, 0
1580713930, 950, 0, 50, 1008, 357, 64, 72, 19, 0
1580714938, 951, 0, 53, 1014, 365, 64, 72, 19, 0
1580715952, 950, 0, 42, 1007, 351, 64, 71, 19, 0
1580716959, 950, 0, 47, 1009, 351, 64, 71, 19, 0
1580717968, 951, 0, 40, 1007, 343, 64, 70, 19, 0
1580718975, 950, 0, 46, 1009, 340, 64, 69, 19, 0
1580719984, 951, 0, 41, 1010, 337, 64, 68, 19, 0
1580720994, 952, 0, 47, 1009, 342, 64, 69, 19, 0
1580722005, 951, 0, 47, 1012, 337, 64, 69, 19, 0
1580723017, 950, 0, 48, 1011, 341, 64, 69, 19, 0
1580724028, 952, 0, 44, 1009, 341, 64, 69, 19, 0
1580725038, 950, 0, 47, 1010, 345, 64, 71, 19, 0
1580726048, 952, 0, 45, 1008, 351, 64, 71, 19, 0
1580727056, 950, 0, 49, 1009, 351, 64, 72, 19, 0
1580728066, 950, 0, 47, 1008, 351, 64, 72, 19, 0
1580729074, 951, 1, 46, 1010, 349, 64, 71, 19, 0
1580730084, 951, 0, 50, 1011, 342, 64, 70, 19, 0
1580731095, 951, 0, 41, 1009, 341, 64, 70, 19, 0
1580732104, 951, 0, 46, 1014, 343, 64, 69, 19, 0
1580733118, 950, 0, 47, 1010, 332, 64, 69, 19, 0
1580734128, 950, 0, 50, 1010, 325, 64, 68, 19, 0
1580735138, 951, 0, 46, 1011, 314, 64, 66, 19, 0
1580736149, 950, 0, 42, 1010, 303, 64, 64, 19, 0
1580737159, 951, 0, 46, 1010, 306, 64, 64, 19, 0
1580738169, 951, 0, 44, 1008, 295, 64, 63, 19, 0
1580739177, 950, 0, 42, 1010, 292, 64, 63, 19, 0
1580740187, 950, 0, 43, 1010, 297, 64, 63, 19, 0
1580741197, 951, 0, 43, 1009, 297, 64, 64, 19, 0
1580742206, 950, 0, 47, 1016, 290, 64, 62, 19, 0
1580743222, 951, 0, 38, 1008, 289, 64, 61, 19, 0
1580744230, 951, 0, 41, 1015, 283, 64, 60, 19, 0
1580745246, 950, 0, 38, 1009, 278, 64, 60, 19, 0
1580746255, 951, 0, 39, 1009, 272, 64, 60, 19, 0
1580747264, 952, 0, 41, 1018, 282, 64, 59, 19, 0
1580748282, 950, 0, 41, 1009, 282, 64, 59, 19, 0
1580749291, 950, 0, 39, 1009, 273, 64, 60, 19, 0
1580750300, 950, 0, 37, 1009, 289, 64, 60, 19, 0
1580751309, 951, 0, 42, 1011, 279, 64, 60, 19, 0
1580752320, 950, 0, 40, 1009, 280, 64, 61, 19, 0
1580753329, 950, 0, 43, 1010, 283, 64, 61, 19, 0
1580754339, 951, 0, 40, 1007, 279, 64, 60, 19, 0
1580755346, 951, 0, 37, 1011, 264, 64, 59, 19, 0
1580756358, 951, 0, 40, 1012, 268, 64, 56, 19, 0
1580757370, 950, 0, 47, 1012, 263, 64, 56, 19, 0
1580758382, 950, 0, 45, 1010, 262, 64, 55, 19, 0
1580759392, 952, 0, 40, 1008, 249, 64, 55, 19, 0
1580760400, 951, 0, 41, 1013, 253, 64, 54, 19, 0
1580761413, 950, 0, 34, 1011, 245, 64, 54, 19, 0
1580762424, 950, 0, 37, 1011, 243, 64, 55, 19, 0
1580763435, 951, 0, 34, 1008, 257, 64, 56, 19, 0
1580764444, 950, 0, 41, 1011, 250, 64, 55, 19, 0
1580765455, 951, 0, 39, 1009, 257, 64, 55, 19, 0
1580766464, 950, 0, 41, 1011, 255, 64, 55, 19, 0
1580767475, 950, 0, 33, 1010, 259, 64, 55, 19, 0
1580768485, 951, 0, 40, 1011, 248, 64, 53, 19, 0
1580769496, 950, 0, 43, 1011, 237, 64, 53, 19, 0
1580770507, 950, 0, 39, 1011, 247, 64, 52, 19, 0
1580771518, 950, 0, 40, 1011, 245, 64, 52, 19, 0
1580772529, 951, 0, 42, 1019, 229, 64, 50, 19, 0
1580773548, 950, 0, 38, 1015, 212, 64, 46, 19, 0
1580774563, 950, 0, 36, 1007, 216, 64, 45, 19, 0
1580775570, 950, 0, 35, 1014, 210, 64, 45, 19, 0
1580776584, 950, 0, 31, 1009, 208, 64, 44, 19, 0
1580777593, 950, 0, 31, 1011, 189, 64, 41, 19, 0
1580778604, 950, 0, 31, 1022, 199, 64, 41, 19, 0
1580779626, 950, 0, 37, 1028, 189, 64, 40, 19, 0
1580780654, 953, 0, 25, 1013, 173, 64, 40, 19, 0
1580781667, 952, 0, 32, 1010, 175, 64, 38, 19, 0
1580782677, 950, 0, 37, 1019, 179, 64, 38, 19, 0
1580783696, 952, 0, 29, 1012, 180, 64, 37, 19, 0
1580784708, 950, 0, 31, 1011, 167, 64, 37, 19, 0
1580785719, 952, 0, 25, 1012, 160, 64, 36, 19, 0
1580786731, 951, 0, 24, 1009, 158, 64, 33, 19, 0
1580787740, 950, 0, 24, 1012, 153, 64, 33, 19, 0
1580788752, 951, 0, 21, 1008, 151, 64, 33, 19, 0
1580789760, 951, 0, 21, 1012, 157, 64, 33, 19, 0
1580790773, 952, 0, 19, 1008, 153, 64, 33, 19, 0
1580791781, 950, 0, 25, 1010, 149, 64, 33, 19, 0
1580792791, 952, 0, 24, 1012, 144, 64, 31, 19, 0
1580793803, 950, 0, 26, 1017, 149, 64, 32, 19, 0
1580794820, 951, 0, 19, 1013, 135, 64, 29, 19, 0
1580795833, 950, 0, 21, 1011, 149, 64, 32, 19, 0
1580796844, 951, 0, 26, 1015, 152, 64, 33, 19, 0
1580797859, 950, 0, 26, 1010, 149, 64, 33, 19, 0
1580798870, 950, 0, 22, 1013, 152, 64, 32, 19, 0
1580799883, 950, 0, 30, 1026, 151, 64, 32, 19, 0
1580800909, 951, 0, 29, 1019, 140, 64, 30, 19, 0
1580801929, 951, 0, 24, 1023, 140, 64, 30, 19, 0
1580802952, 950, 0, 22, 1023, 142, 64, 30, 19, 0
1580803976, 950, 0, 30, 1020, 141, 64, 30, 19, 0
1580804997, 951, 0, 23, 1022, 130, 64, 30, 19, 0
1580806019, 952, 0, 18, 1012, 134, 64, 28, 19, 0
1580807031, 950, 0, 23, 1020, 128, 64, 28, 19, 0
1580808052, 950, 0, 29, 1032, 125, 64, 27, 19, 0
1580809084, 950, 0, 19, 1010, 119, 64, 27, 19, 0
1580810094, 950, 0, 23, 1014, 122, 64, 27, 19, 0
1580811108, 952, 0, 26, 1014, 119, 64, 27, 19, 0
1580812122, 950, 0, 24, 1016, 134, 64, 29, 19, 0
1580813138, 950, 0, 21, 1010, 132, 64, 29, 19, 0
1580814150, 950, 0, 21, 1017, 122, 64, 27, 19, 0
1580815167, 950, 0, 21, 1011, 120, 64, 26, 19, 0
1580816179, 950, 0, 20, 1014, 113, 64, 24, 19, 0
1580817193, 950, 0, 19, 1012, 114, 64, 25, 19, 0
1580818205, 951, 0, 20, 1018, 115, 64, 25, 19, 0
1580819224, 951, 0, 18, 1014, 120, 64, 25, 19, 0
1580820239, 950, 0, 21, 1012, 117, 64, 26, 19, 0
1580821251, 950, 0, 20, 1010, 118, 64, 27, 19, 0
1580822262, 951, 0, 20, 1009, 123, 64, 27, 19, 0
1580823272, 950, 0, 20, 1009, 122, 64, 26, 19, 0
1580824281, 950, 0, 17, 1014, 123, 64, 26, 19, 0
1580825295, 950, 0, 21, 1009, 125, 64, 27, 19, 0
1580826304, 950, 0, 24, 1011, 121, 64, 27, 19, 0
1580827315, 950, 0, 22, 1029, 113, 64, 25, 19, 0
1580828344, 950, 0, 18, 1009, 110, 64, 24, 19, 0
1580829354, 950, 0, 16, 1012, 102, 64, 22, 19, 0
1580830367, 950, 0, 17, 1019, 103, 64, 22, 19, 0
1580831386, 951, 0, 14, 1009, 97, 64, 21, 19, 0
1580832395, 950, 0, 14, 1009, 98, 64, 22, 19, 0
1580833405, 951, 0, 15, 1013, 100, 64, 22, 19, 0
1580834419, 952, 0, 19, 1012, 104, 64, 22, 19, 0
1580835431, 951, 0, 16, 1015, 104, 64, 22, 19, 0
1580836447, 953, 0, 18, 1033, 98, 64, 21, 19, 0
1580837480, 951, 0, 17, 1011, 95, 64, 20, 19, 0
1580838491, 950, 0, 17, 1012, 90, 64, 20, 19, 0
1580839503, 951, 0, 18, 1017, 86, 64, 20, 19, 0
1580840520, 951, 0, 13, 1009, 83, 64, 18, 19, 0
1580841530, 950, 0, 15, 1008, 83, 64, 18, 19, 0
1580842538, 950, 0, 14, 1011, 78, 64, 17, 19, 0
1580843549, 950, 0, 16, 1013, 79, 64, 17, 19, 0
1580844562, 952, 0, 16, 1010, 71, 64, 16, 19, 0
1580845573, 951, 0, 12, 1014, 68, 64, 16, 19, 0
1580846587, 950, 0, 15, 1011, 70, 64, 15, 19, 0
1580847599, 951, 0, 14, 1011, 70, 64, 15, 19, 0
1580848610, 950, 0, 13, 1012, 63, 64, 14, 19, 0
1580849622, 951, 0, 14, 1012, 63, 64, 14, 19, 0
1580850634, 951, 0, 16, 1012, 66, 64, 15, 19, 0
1580851646, 952, 0, 14, 1012, 70, 64, 16, 19, 0
1580852659, 951, 0, 18, 1009, 79, 64, 17, 19, 0
1580853668, 951, 0, 14, 1012, 80, 64, 18, 19, 0
1580854680, 950, 0, 14, 1014, 80, 64, 17, 19, 0
1580855695, 951, 0, 16, 1019, 78, 64, 17, 19, 0
1580856715, 951, 0, 14, 1012, 78, 64, 17, 19, 0
1580857727, 950, 0, 18, 1028, 71, 64, 17, 19, 0
1580858755, 950, 0, 16, 1010, 78, 64, 17, 19, 0
1580859765, 951, 0, 18, 1014, 72, 64, 16, 19, 0
1580860779, 950, 0, 13, 1013, 75, 64, 16, 19, 0
1580861792, 951, 0, 14, 1011, 71, 64, 16, 19, 0
1580862803, 950, 0, 16, 1018, 73, 64, 16, 19, 0
1580863821, 950, 0, 17, 1014, 74, 64, 16, 19, 0
1580864835, 951, 0, 15, 1014, 62, 64, 14, 19, 0
1580865849, 950, 0, 11, 1013, 59, 64, 13, 19, 0
1580866862, 950, 0, 12, 1010, 59, 64, 14, 19, 0
1580867873, 950, 0, 15, 1014, 63, 64, 14, 19, 0
1580868889, 950, 0, 15, 1015, 61, 64, 13, 19, 0
1580869904, 951, 0, 14, 1013, 60, 64, 13, 19, 0
1580870917, 950, 0, 16, 1010, 54, 64, 12, 19, 0
1580871927, 950, 0, 11, 1015, 54, 64, 12, 19, 0
1580872942, 951, 0, 8, 1013, 51, 64, 12, 19, 0
1580873955, 953, 0, 10, 1011, 48, 64, 11, 19, 0
1580874968, 950, 0, 14, 1010, 53, 64, 12, 19, 0
1580875978, 951, 0, 13, 1013, 51, 64, 12, 19, 0
1580876993, 950, 0, 11, 1011, 55, 64, 12, 19, 0
1580878004, 950, 0, 13, 1013, 53, 64, 12, 19, 0
1580879017, 952, 0, 13, 1014, 55, 64, 12, 19, 0
1580880031, 952, 0, 10, 1014, 56, 64, 12, 19, 0
1580881045, 950, 0, 12, 1013, 52, 64, 11, 19, 0
1580882058, 951, 0, 14, 1011, 53, 64, 12, 19, 0
1580883070, 950, 0, 15, 1012, 46, 64, 12, 19, 0
1580884082, 950, 0, 15, 1025, 45, 64, 10, 19, 0
1580885107, 952, 0, 14, 1024, 45, 64, 10, 19, 0
1580886131, 953, 0, 11, 1020, 43, 64, 10, 19, 0
1580887151, 951, 0, 10, 1017, 45, 64, 10, 19, 0
1580888169, 951, 0, 9, 1018, 44, 64, 10, 19, 0
1580889187, 951, 0, 12, 1018, 41, 64, 11, 19, 0
1580890205, 951, 0, 10, 1011, 45, 64, 11, 19, 0
1580891216, 950, 0, 12, 1019, 43, 64, 10, 19, 0
1580892235, 950, 0, 12, 1012, 46, 64, 10, 19, 0
1580893247, 950, 0, 11, 1011, 45, 64, 10, 19, 0
1580894258, 950, 0, 9, 1012, 43, 64, 10, 19, 0
1580895270, 951, 0, 11, 1012, 45, 64, 10, 19, 0
1580896282, 950, 0, 9, 1015, 43, 64, 10, 19, 0
1580897297, 950, 0, 14, 1021, 46, 64, 10, 19, 0
1580898320, 950, 0, 14, 1015, 44, 64, 10, 19, 0
1580899335, 951, 0, 12, 1014, 45, 64, 10, 19, 0
1580900350, 952, 0, 10, 1014, 44, 64, 10, 19, 0
1580901364, 950, 0, 14, 1009, 45, 64, 10, 19, 0
1580902373, 952, 0, 13, 1016, 45, 64, 10, 19, 0
1580903389, 951, 0, 11, 1029, 43, 64, 10, 19, 0
1580904418, 950, 0, 12, 1015, 39, 64, 10, 19, 0
1580905433, 951, 0, 11, 1018, 40, 64, 9, 19, 0
1580906451, 951, 0, 11, 1015, 38, 64, 9, 19, 0
1580907466, 951, 0, 13, 1013, 36, 64, 9, 19, 0
1580908479, 952, 0, 9, 1013, 35, 64, 8, 19, 0
1580909493, 950, 0, 14, 1014, 36, 64, 8, 19, 0
1580910507, 951, 0, 9, 1028, 36, 64, 9, 19, 0
1580911536, 950, 0, 13, 1012, 38, 64, 10, 19, 0
1580912548, 950, 0, 15, 1025, 43, 64, 10, 19, 0
1580913574, 950, 0, 12, 1011, 42, 64, 10, 19, 0
1580914586, 950, 0, 15, 1013, 40, 64, 9, 19, 0
1580915600, 952, 0, 11, 1024, 39, 64, 9, 19, 0
1580916624, 950, 0, 11, 1017, 36, 64, 8, 19, 0
1580917641, 951, 0, 12, 1015, 35, 64, 9, 19, 0
1580918656, 952, 0, 10, 1014, 36, 64, 9, 19, 0
1580919670, 950, 0, 9, 1008, 35, 64, 9, 19, 0
1580920678, 951, 0, 11, 1016, 41, 64, 9, 19, 0
1580921695, 951, 0, 7, 1014, 41, 64, 9, 19, 0
1580922709, 951, 0, 8, 1010, 41, 64, 9, 19, 0
1580923719, 950, 0, 10, 1015, 40, 64, 9, 19, 0
1580924734, 950, 0, 10, 1010, 40, 64, 9, 19, 0
1580925746, 951, 0, 11, 1010, 39, 64, 9, 19, 0
1580926756, 950, 0, 15, 1012, 39, 64, 9, 19, 0
1580927769, 950, 0, 15, 1011, 40, 64, 9, 19, 0
1580928781, 950, 0, 10, 1013, 39, 64, 9, 19, 0
1580929794, 951, 0, 10, 1014, 39, 64, 9, 19, 0
1580930808, 952, 0, 11, 1010, 39, 64, 9, 19, 0
1580931819, 951, 0, 14, 1015, 41, 64, 9, 19, 0
1580932834, 951, 0, 14, 1012, 41, 64, 9, 19, 0
1580933846, 950, 0, 10, 1017, 39, 64, 9, 19, 0
1580934864, 950, 0, 15, 1011, 40, 64, 9, 19, 0
1580935875, 953, 0, 8, 1029, 38, 64, 9, 19, 0
1580936904, 950, 0, 10, 1014, 32, 64, 8, 19, 0
1580937918, 952, 0, 10, 1012, 30, 64, 7, 19, 0
1580938931, 950, 0, 13, 1011, 31, 64, 7, 19, 0
1580939942, 950, 0, 10, 1014, 30, 64, 7, 19, 0
1580940956, 951, 0, 14, 1015, 31, 64, 7, 19, 0
1580941971, 950, 0, 11, 1014, 29, 64, 7, 19, 0
1580942985, 951, 0, 12, 1011, 29, 64, 7, 19, 0
1580943996, 951, 0, 9, 1007, 30, 64, 7, 19, 0
1580945004, 952, 0, 8, 1015, 29, 64, 7, 19, 0
1580946019, 951, 0, 10, 1015, 32, 64, 8, 19, 0
1580947035, 951, 0, 10, 1016, 35, 64, 8, 19, 0
1580948051, 950, 0, 7, 1018, 32, 64, 8, 19, 0
1580949070, 953, 0, 6, 1011, 30, 64, 7, 19, 0
1580950081, 952, 0, 7, 1011, 30, 64, 7, 19, 0
1580951092, 950, 0, 10, 1013, 29, 64, 7, 19, 0
1580952105, 952, 0, 7, 1015, 28, 64, 7, 19, 0
1580953120, 950, 0, 10, 1013, 30, 64, 7, 19, 0
1580954133, 950, 0, 12, 1032, 29, 64, 7, 19, 0
1580955165, 950, 0, 9, 1015, 30, 64, 7, 19, 0
1580956180, 951, 0, 10, 1025, 31, 64, 7, 19, 0
1580957205, 950, 0, 15, 1010, 29, 64, 7, 19, 0
1580958216, 950, 0, 12, 1016, 30, 64, 7, 19, 0
1580959232, 950, 0, 13, 1009, 30, 64, 7, 19, 0
1580960242, 954, 0, 8, 1011, 28, 64, 7, 19, 0
1580961254, 950, 0, 7, 1012, 24, 64, 6, 19, 0
1580962266, 950, 0, 13, 1013, 25, 64, 6, 19, 0
1580963279, 950, 0, 8, 1014, 25, 64, 6, 19, 0
1580964293, 950, 0, 7, 1016, 25, 64, 6, 19, 0
1580965310, 951, 0, 6, 1018, 25, 64, 6, 19, 0
1580966328, 950, 0, 7, 1021, 25, 64, 6, 19, 0
1580967349, 950, 0, 10, 1013, 24, 64, 6, 19, 0
1580968362, 951, 0, 10, 1015, 25, 64, 6, 19, 0
1580969377, 950, 0, 8, 1018, 25, 64, 6, 19, 0
1580970395, 950, 0, 7, 1013, 24, 64, 6, 19, 0
1580971408, 952, 0, 4, 1014, 27, 64, 6, 19, 0
1580972422, 952, 0, 7, 1016, 26, 64, 6, 19, 0
1580973438, 951, 0, 7, 1017, 25, 64, 7, 19, 0
1580974456, 951, 0, 10, 1016, 30, 64, 7, 19, 0
1580975472, 950, 0, 7, 1014, 30, 64, 7, 19, 0
1580976487, 950, 0, 9, 1011, 29, 64, 7, 19, 0
