new,done,reqQ,exeQ,repQ,donQ,handler,fetch,hit,delayHit,turnover,waitList
0,0,0,0,0,0,5,0,0,0,0,0
218,208,0,0,5,4,5,14,109,95,7,0
1243,1245,0,0,0,0,5,58,798,600,51,4
1360,1367,0,0,0,0,5,99,1721,1000,91,0
1445,1439,2,0,0,0,5,141,2570,1548,133,0
1312,1309,0,0,0,0,5,188,3286,2094,178,9
1168,1169,0,0,3,4,5,237,4020,2488,227,1
1362,1360,0,0,0,0,5,286,4929,2882,276,10
1425,1419,2,3,3,4,5,329,5918,3280,319,1
1670,1686,0,0,0,0,5,365,7243,3595,355,1
1567,1565,1,0,0,0,5,401,8292,4076,391,1
1483,1481,0,0,0,0,5,443,9372,4441,433,10
1276,1282,0,0,0,0,5,493,10193,4852,483,3
1229,1233,0,0,0,0,5,539,10932,5300,528,1
1435,1434,0,0,0,0,5,584,11974,5647,572,1
1609,1606,0,0,0,0,5,624,13213,5978,611,1
1318,1321,0,0,0,0,5,667,14137,6329,653,1
1550,1546,0,0,0,0,5,703,15309,6666,689,8
1520,1518,0,0,0,0,5,757,16334,7105,740,10
1477,1487,0,0,0,0,5,797,17415,7471,779,1
1600,1598,0,0,0,1,5,840,18565,7879,821,1
1537,1530,0,0,0,0,5,876,19692,8243,857,10
1472,1476,0,0,2,3,5,918,20787,8588,899,1
1645,1648,0,0,0,0,5,960,22066,8909,941,1
1248,1243,0,0,3,4,5,1012,22821,9353,993,1
1256,1260,0,0,0,0,5,1055,23633,9750,1035,4
1328,1313,0,1,8,8,5,1106,24450,10213,1085,1
1400,1410,0,0,0,0,5,1145,25460,10556,1124,8
1707,1716,0,0,0,0,5,1186,26780,10911,1164,1
1416,1413,0,0,0,0,5,1223,27842,11225,1200,1
1296,1290,0,0,0,0,5,1273,28657,11650,1249,10
1418,1417,0,0,0,0,5,1320,29594,12083,1295,11
1482,1480,0,0,0,0,5,1370,30585,12522,1344,13
1547,1557,0,0,0,0,5,1411,31655,12968,1385,3
1675,1660,0,0,0,0,5,1454,32835,13405,1427,18
1433,1446,0,0,0,0,5,1500,33841,13799,1472,2
1375,1369,0,0,0,0,5,1548,34666,14295,1519,11
1206,1206,0,0,0,0,5,1592,35454,14669,1563,10
1326,1326,0,0,0,0,5,1636,36322,15083,1604,11
1615,1625,0,0,0,0,5,1681,37560,15425,1648,2
1610,1604,0,0,0,0,5,1723,38789,15758,1689,4
1745,1748,1,0,0,1,5,1769,40076,16176,1733,2
1742,1745,0,0,0,0,5,1816,41349,16598,1779,2
1061,1053,0,0,5,4,5,1850,42091,16885,1813,2
1710,1711,0,0,0,0,5,1898,43233,17396,1861,10
1488,1487,0,0,0,0,5,1943,44235,17836,1906,11
1595,1605,0,0,0,0,5,1982,45464,18173,1944,2
1470,1468,0,0,0,0,5,2026,46529,18532,1988,2
1488,1479,0,0,0,0,5,2066,47537,18963,2028,12
1218,1221,0,0,0,0,5,2116,48272,19399,2078,10
1375,1380,0,0,0,0,5,2165,49171,19831,2126,6
1381,1386,0,0,0,0,5,2213,50007,20333,2173,2
1580,1580,0,0,0,0,5,2254,51210,20669,2213,2
1283,1273,0,0,0,0,5,2297,52117,20992,2254,10
1386,1386,0,0,0,0,5,2342,53080,21370,2299,11
1450,1452,0,0,0,0,5,2393,54047,21805,2350,8
1421,1414,0,0,8,6,5,2441,54986,22246,2397,2
1359,1364,0,0,4,5,5,2487,55826,22719,2443,2
1459,1469,0,0,0,0,5,2527,56848,23116,2482,2
802,787,0,0,0,0,5,2550,57351,23377,2505,16
555,565,0,0,0,0,5,2573,57699,23571,2527,2
581,576,0,0,0,0,5,2596,58039,23784,2550,10
807,801,0,0,12,3,5,2616,58676,23944,2569,2
558,564,0,0,0,0,5,2640,58960,24184,2592,11
875,875,0,0,0,0,5,2657,59659,24343,2609,11
605,611,0,0,0,0,5,2678,59998,24598,2630,2
756,744,0,0,0,0,5,2702,60507,24805,2653,17
46,62,0,0,0,0,5,2704,60537,24835,2655,2
0,0,0,0,0,0,5,2704,60537,24835,2655,2
0,0,0,0,0,0,5,2704,60537,24835,2655,2
0,0,0,0,0,0,5,2704,60537,24835,2655,2
0,0,0,0,0,0,5,2704,60537,24835,2655,2
0,0,0,0,0,0,5,2704,60537,24835,2655,2
