Total,Process,Execute,WaitList,Reply
391,0,0,353,17
392,1,0,353,6
393,0,0,353,5
393,1,0,353,4
394,0,0,353,3
397,1,0,353,2
397,1,0,353,3
397,0,0,353,5
397,0,0,353,3
397,1,353,0,3
11,1,0,5,2
11,0,0,5,2
12,0,0,5,1
14,1,6,0,2
17,0,0,6,2
18,0,0,6,1
18,0,0,4,2
20,0,0,6,2
24,0,0,7,2
23,0,0,7,1
26,1,0,7,1
26,0,0,7,1
28,0,0,7,1
28,1,7,0,2
28,0,0,11,3
29,1,0,11,3
29,0,0,11,2
31,0,0,11,3
31,1,0,11,3
30,0,0,10,2
33,0,0,11,2
31,0,0,10,2
34,0,0,11,4
35,0,11,0,3
9,0,0,4,2
12,0,0,6,1
9,0,0,3,1
12,0,0,4,1
11,0,0,3,1
15,0,0,6,2
16,0,6,0,2
18,2,0,9,2
3,1,0,0,1
19,0,11,0,2
19,0,0,9,3
4,2,0,0,2
2,0,0,0,1
5,4,0,0,1
8,0,6,0,2
16,0,0,6,2
17,0,0,7,2
18,0,0,7,2
18,0,0,7,2
18,0,0,6,1
19,0,0,6,1
20,0,0,7,2
20,0,0,7,2
20,0,0,6,2
40,17,8,0,2
10,0,6,0,1
10,0,0,4,3
5,0,0,0,2
5,0,0,0,1
5,0,0,0,2
5,0,0,0,3
5,0,0,0,2
2,0,0,0,1
5,0,0,0,1
4,0,0,0,1
5,0,0,0,1
6,0,0,0,4
2,0,0,0,1
2,0,0,0,1
2,0,0,0,1
2,1,0,0,1
3,0,0,0,1
4,1,0,0,2
3,1,0,0,1
3,1,0,0,1
11,0,0,6,1
11,1,0,5,0
12,1,0,6,1
25,12,0,7,1
12,0,0,6,0
11,0,0,5,1
13,0,0,6,1
13,0,0,6,1
13,0,0,6,1
13,0,0,6,1
27,12,7,0,1
3,0,0,0,2
3,0,0,0,2
3,0,0,0,2
3,0,0,0,2
5,0,0,0,2
3,0,0,0,2
2,0,0,0,2
3,0,0,0,2
3,0,0,0,3
6,3,0,0,2
4,0,0,0,2
9,0,0,0,9
3,0,0,0,2
2,0,0,0,2
2,0,0,0,2
2,0,0,0,2
3,0,0,0,2
3,0,0,0,1
3,0,0,0,2
13,0,0,5,1
13,0,0,5,2
12,0,0,4,2
15,0,0,6,1
15,0,0,6,2
13,0,0,5,2
17,0,0,6,1
17,0,6,0,1
17,1,0,5,2
15,10,0,0,2
3,0,0,0,1
3,0,0,0,1
2,0,0,0,1
2,0,0,0,1
2,0,0,0,1
2,1,0,0,1
15,11,0,0,1
10,0,0,0,8
9,0,0,0,8
9,0,0,0,1
9,0,0,0,1
11,1,0,0,9
10,0,0,0,1
10,0,0,0,1
2,0,0,0,1
10,0,0,0,1
3,0,0,0,1
11,0,0,0,3
15,0,0,9,1
16,0,0,9,1
16,0,0,9,1
15,0,0,8,1
17,0,0,9,1
17,0,0,9,1
17,0,0,9,1
18,0,0,9,1
18,0,0,9,1
18,0,0,9,1
20,0,9,0,1
3,0,0,0,2
3,0,0,0,2
3,0,0,0,2
3,0,0,0,2
3,0,0,0,1
2,0,0,0,1
2,0,0,0,1
2,0,0,0,2
2,0,0,0,1
2,0,0,0,1
3,0,0,0,3
3,0,0,0,3
11,0,0,5,1
11,0,0,5,1
12,0,0,6,1
13,0,0,6,1
12,0,0,4,1
13,0,0,5,0
13,0,0,5,0
14,0,0,5,2
14,1,0,4,2
16,0,6,0,1
13,0,0,4,1
4,0,0,0,1
2,0,0,0,1
2,0,0,0,0
2,0,0,0,1
1,0,0,0,1
2,0,0,0,1
2,0,0,0,2
2,0,0,0,1
2,0,0,0,2
2,0,0,0,0
2,0,0,0,1
2,0,0,0,0
1,0,0,0,1
1,0,0,0,1
1,0,0,0,0
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,0,1,0,0
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
3,0,0,0,1
2,1,0,0,0
2,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,0
1,0,0,0,0
1,1,0,0,0
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
20,12,0,4,1
8,0,0,4,0
9,0,0,4,1
9,0,0,4,0
9,0,0,4,1
10,0,0,4,0
11,1,0,4,1
10,0,0,4,1
10,0,0,4,0
22,11,5,0,1
3,1,0,0,1
3,1,0,0,2
3,1,0,0,2
3,0,0,0,2
2,0,0,0,1
3,0,0,0,2
3,0,0,0,2
4,0,0,0,1
8,0,0,4,1
8,0,0,4,1
8,0,0,3,0
8,0,0,3,1
10,0,0,4,1
22,11,0,5,0
11,0,0,4,1
11,0,0,4,1
12,0,0,4,1
23,10,5,0,1
8,0,0,4,1
9,0,0,5,1
9,0,0,4,0
10,0,0,4,0
9,0,0,4,1
11,0,0,4,1
12,1,0,4,1
11,0,0,4,1
12,2,0,2,2
13,0,5,0,1
2,0,0,0,1
3,0,1,0,1
1,0,0,0,1
3,0,0,0,1
24,19,0,3,0
8,0,0,5,1
8,0,0,5,1
8,0,0,5,0
8,0,0,5,0
9,0,0,5,0
9,0,0,5,1
10,0,6,0,1
11,1,0,5,1
2,0,0,0,1
1,0,0,0,1
3,0,0,0,1
2,0,0,0,2
1,0,0,0,0
12,0,0,5,0
2,1,0,0,0
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
2,0,0,0,0
1,0,0,0,0
1,0,0,0,1
4,0,0,0,1
1,1,0,0,0
1,0,0,0,1
9,0,0,5,0
10,0,0,5,1
10,3,0,2,1
10,0,0,5,1
10,0,0,5,0
11,0,0,5,1
11,0,0,5,1
15,2,6,0,1
12,0,0,5,1
2,0,0,0,2
2,0,0,0,1
3,0,0,0,1
11,0,0,3,3
2,0,0,0,1
1,0,0,0,1
2,0,0,0,1
1,0,0,0,1
2,0,0,0,1
1,0,0,0,1
4,3,0,0,1
4,3,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,0
1,0,0,0,1
2,0,0,0,1
2,0,0,0,0
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
3,0,0,0,2
1,0,0,0,0
1,0,0,0,1
2,1,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,0
0,0,0,0,0
1,0,0,0,1
1,0,0,0,1
2,0,0,0,1
2,0,0,0,1
2,0,0,0,1
1,0,0,0,1
1,0,0,0,0
1,0,0,0,0
3,1,0,0,1
2,0,0,0,1
1,0,0,0,1
0,0,0,0,0
1,0,0,0,1
1,0,0,0,1
2,0,0,0,1
4,0,1,0,2
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
2,0,0,0,1
1,-1449784171138,0,0,1
1,0,0,0,0
0,0,0,0,0
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
0,0,0,0,0
0,0,0,0,0
8,0,0,5,0
8,0,0,5,1
8,0,0,5,0
8,0,0,5,1
7,0,0,4,0
9,0,0,4,0
9,0,0,4,0
9,0,7,0,1
9,0,0,7,2
26,16,5,0,2
3,0,0,0,1
3,1,0,0,1
2,0,0,0,1
2,0,0,0,1
2,0,0,0,1
2,0,0,0,1
2,0,0,0,1
2,0,0,0,2
2,0,0,0,1
2,0,0,0,2
2,0,0,0,2
3,0,0,0,2
3,0,0,0,2
3,0,0,0,1
9,0,0,6,0
10,0,0,6,1
9,0,0,5,1
10,0,0,5,0
11,1,0,5,1
11,0,0,6,0
12,0,0,6,1
8,0,0,2,1
12,0,0,6,1
3,1,0,0,1
2,0,0,0,1
3,0,0,0,1
16,0,7,0,2
3,0,0,0,2
4,0,0,0,1
3,0,0,0,1
3,0,0,0,1
2,0,0,0,1
16,0,0,6,5
5,0,0,0,4
11,0,0,7,0
12,0,0,8,1
11,0,0,7,0
18,0,0,8,1
15,0,0,5,1
17,0,0,7,1
17,0,0,7,0
18,1,0,7,5
18,0,0,7,1
18,0,0,7,1
19,0,8,0,1
9,0,0,6,1
9,0,0,6,0
10,0,0,7,1
9,0,0,5,1
10,0,0,6,1
11,0,0,7,1
11,0,0,7,1
12,0,0,7,1
11,0,0,6,1
12,0,7,0,1
2,0,0,0,1
2,0,0,0,1
1,0,0,0,0
1,0,0,0,0
5,0,0,0,2
2,0,0,0,1
1,0,0,0,1
1,0,0,0,0
1,0,0,0,1
1,0,0,0,1
1,0,0,0,0
2,0,0,0,0
2,0,0,0,1
1,0,0,0,1
5,0,0,0,4
1,0,0,0,0
1,1,0,0,0
1,0,0,0,1
6,0,0,0,5
1,0,0,0,1
0,0,0,0,0
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,0
1,0,0,0,1
2,0,0,0,1
1,0,0,0,1
2,0,0,0,1
2,0,0,0,0
2,0,0,0,0
2,0,0,0,1
1,0,0,0,0
1,0,0,0,0
2,0,1,0,1
1,0,0,0,1
2,0,0,0,1
0,0,0,0,0
2,1,0,0,1
4,0,0,0,4
1,0,0,0,1
0,0,0,0,0
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
3,3,0,0,0
3,2,0,0,0
2,2,0,0,0
1,0,0,0,1
1,0,0,0,1
1,0,0,0,0
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,0
2,0,0,0,1
2,0,0,0,1
10,0,0,5,1
12,0,0,6,1
11,0,0,5,1
12,0,0,6,0
11,0,0,4,1
12,0,0,5,1
13,0,0,6,1
11,0,0,4,1
14,0,0,5,1
1,0,0,0,1
2,0,0,0,1
15,0,6,0,1
2,0,0,0,1
14,0,0,5,2
3,0,0,0,1
2,0,0,0,2
2,0,0,0,2
2,0,0,0,1
3,0,0,0,1
7,0,0,4,1
9,1,0,4,0
8,0,0,4,1
10,0,0,5,0
10,2,0,4,1
10,0,0,5,0
9,0,0,4,1
10,0,0,5,0
10,0,0,4,1
10,0,1,3,0
12,0,6,0,0
1,0,0,0,1
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,1,0,0,0
1,0,0,0,0
1,1,0,0,0
2,1,0,0,0
2,0,0,0,0
2,0,0,0,1
2,0,0,0,0
2,0,0,0,0
2,1,0,0,1
1,1,0,0,0
2,1,0,0,1
13,1,0,6,1
14,1,0,6,1
14,0,0,7,1
14,1,0,6,1
15,0,1,7,1
14,0,0,6,1
15,0,0,7,1
14,0,0,6,1
16,0,0,6,1
16,0,0,7,1
16,0,7,0,1
10,0,0,5,1
9,0,0,3,1
9,0,0,3,1
11,0,0,5,0
10,0,0,4,1
10,0,0,3,1
13,1,0,5,1
12,0,0,5,1
11,0,0,4,1
11,0,0,4,1
13,0,5,0,1
2,0,0,0,1
5,0,0,4,1
7,0,0,6,1
5,0,0,4,1
6,0,0,4,0
8,0,0,5,1
9,0,0,5,0
7,4,0,0,0
7,0,0,4,2
9,0,6,0,1
4,0,0,0,1
2,0,0,0,1
2,0,0,0,1
3,0,0,0,2
3,0,0,0,1
2,0,0,0,2
2,0,0,0,1
2,0,0,0,1
1,0,0,0,1
2,0,0,0,1
2,0,0,0,1
3,0,0,0,1
2,0,0,0,1
2,0,0,0,2
2,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,0,0,0,1
3,0,0,0,1
3,0,0,0,2
3,0,0,0,2
1,0,0,0,1
2,0,0,0,1
2,0,0,0,1
2,0,0,0,1
2,0,0,0,1
3,0,0,0,3
2,0,0,0,0
2,0,0,0,1
2,0,0,0,1
2,0,0,0,1
8,0,0,4,1
9,0,0,4,1
9,0,0,4,0
19,8,0,5,1
10,0,0,4,1
