Ticks, P1Time, P2Time, P3Time, TotalTime, Requests, Regions, Players, Rounds, HasQuest
1520478518, 1002, 0, 0, 1024, 0, 4, 0, 20, 0
1520479542, 1000, 0, 0, 1002, 0, 4, 0, 20, 0
1520480544, 1001, 0, 11, 1029, 155, 4, 24, 20, 0
1520481573, 1000, 0, 21, 1042, 131, 4, 25, 20, 0
1520482615, 1004, 0, 22, 1038, 127, 4, 25, 20, 0
1520483653, 1000, 0, 22, 1037, 126, 4, 25, 20, 0
1520484690, 1000, 0, 25, 1044, 138, 4, 26, 20, 0
1520485734, 1001, 0, 26, 1045, 125, 4, 25, 20, 0
1520486779, 1000, 0, 32, 1048, 127, 4, 24, 20, 0
1520487827, 1002, 0, 34, 1047, 123, 4, 25, 20, 0
1520488874, 1001, 0, 29, 1040, 127, 4, 24, 20, 0
1520489914, 1000, 0, 23, 1040, 127, 4, 25, 20, 0
1520490954, 1002, 0, 34, 1044, 128, 4, 25, 20, 0
1520491998, 1001, 0, 32, 1041, 126, 4, 26, 20, 0
1520493039, 1002, 1, 34, 1044, 130, 4, 26, 20, 0
1520494083, 1000, 0, 25, 1042, 139, 4, 26, 20, 0
1520495125, 1000, 0, 35, 1049, 133, 4, 26, 20, 0
1520496174, 1000, 0, 24, 1040, 138, 4, 26, 20, 0
1520497214, 1001, 0, 25, 1048, 128, 4, 26, 20, 0
1520498262, 1003, 1, 22, 1040, 132, 4, 26, 20, 0
1520499302, 1000, 0, 27, 1043, 136, 4, 26, 20, 0
1520500345, 1002, 0, 26, 1043, 132, 4, 26, 20, 0
1520501388, 1002, 0, 24, 1046, 133, 4, 26, 20, 0
1520502434, 1001, 0, 26, 1039, 126, 4, 26, 20, 0
1520503473, 1001, 0, 30, 1041, 133, 4, 25, 20, 0
1520504514, 1001, 0, 17, 1043, 126, 4, 25, 20, 0
1520505557, 1002, 1, 26, 1044, 127, 4, 25, 20, 0
1520506601, 1001, 0, 25, 1040, 123, 4, 25, 20, 0
1520507641, 1003, 1, 18, 1046, 118, 4, 24, 20, 0
1520508687, 1001, 1, 21, 1042, 120, 4, 24, 20, 0
1520509729, 1002, 0, 27, 1043, 120, 4, 24, 20, 0
1520510772, 1003, 1, 22, 1042, 124, 4, 24, 20, 0
1520511814, 1000, 0, 27, 1043, 116, 4, 24, 20, 0
1520512857, 1000, 0, 22, 1041, 111, 4, 24, 20, 0
1520513898, 1000, 0, 26, 1043, 105, 4, 23, 20, 0
1520514941, 1000, 0, 21, 1043, 96, 4, 22, 20, 0
1520515984, 1000, 0, 17, 1041, 107, 4, 23, 20, 0
1520517025, 1002, 0, 21, 1043, 105, 4, 23, 20, 0
1520518068, 1001, 0, 23, 1042, 94, 4, 21, 20, 0
1520519110, 1001, 0, 24, 1042, 98, 4, 22, 20, 0
1520520152, 1000, 0, 21, 1045, 99, 4, 22, 20, 0
1520521197, 1000, 0, 25, 1045, 97, 4, 21, 20, 0
1520522242, 1000, 0, 16, 1044, 92, 4, 20, 20, 0
1520523286, 1002, 0, 24, 1051, 98, 4, 20, 20, 0
1520524337, 1000, 0, 21, 1042, 87, 4, 21, 20, 0
1520525379, 1000, 0, 19, 1042, 114, 4, 24, 20, 0
1520526421, 1000, 0, 17, 1049, 97, 4, 23, 20, 0
1520527470, 1000, 1, 13, 1045, 107, 4, 22, 20, 0
1520528516, 1001, 0, 17, 1048, 97, 4, 22, 20, 0
1520529564, 1000, 0, 17, 1042, 104, 4, 22, 20, 0
1520530606, 1003, 0, 10, 1041, 102, 4, 22, 20, 0
1520531647, 1000, 0, 18, 1044, 99, 4, 22, 20, 0
1520532691, 1001, 0, 15, 1043, 102, 4, 22, 20, 0
1520533734, 1000, 0, 13, 1046, 84, 4, 20, 20, 0
1520534780, 1000, 0, 15, 1044, 91, 4, 22, 20, 0
1520535824, 1001, 0, 25, 1041, 96, 4, 22, 20, 0
1520536865, 1002, 0, 23, 1045, 100, 4, 22, 20, 0
1520537910, 1001, 0, 22, 1041, 105, 4, 23, 20, 0
1520538951, 1003, 0, 16, 1043, 99, 4, 22, 20, 0
1520539994, 1004, 0, 17, 1051, 99, 4, 22, 20, 0
1520541045, 1001, 0, 21, 1046, 98, 4, 22, 20, 0
1520542091, 1000, 0, 20, 1047, 103, 4, 22, 20, 0
1520543138, 1001, 0, 20, 1042, 96, 4, 22, 20, 0
1520544180, 1002, 1, 24, 1049, 101, 4, 22, 20, 0
1520545229, 1000, 0, 18, 1048, 90, 4, 21, 20, 0
1520546277, 1002, 0, 18, 1048, 96, 4, 20, 20, 0
1520547325, 1001, 0, 17, 1042, 87, 4, 20, 20, 0
1520548367, 1000, 0, 15, 1050, 84, 4, 20, 20, 0
1520549417, 1005, 0, 14, 1048, 71, 4, 17, 20, 0
1520550465, 1001, 0, 16, 1048, 84, 4, 18, 20, 0
1520551513, 1001, 0, 18, 1045, 76, 4, 18, 20, 0
1520552558, 1001, 0, 11, 1042, 68, 4, 16, 20, 0
1520553600, 1001, 0, 13, 1044, 72, 4, 16, 20, 0
1520554644, 1001, 0, 16, 1043, 70, 4, 17, 20, 0
1520555687, 1001, 0, 11, 1047, 77, 4, 17, 20, 0
1520556734, 953, 0, 7, 1003, 76, 4, 17, 19, 0
1520557737, 1001, 0, 12, 1045, 73, 4, 16, 20, 0
1520558782, 1000, 0, 16, 1047, 72, 4, 16, 20, 0
1520559829, 1001, 0, 11, 1050, 63, 4, 14, 20, 0
1520560879, 1000, 0, 10, 1047, 60, 4, 13, 20, 0
1520561926, 1002, 0, 11, 1053, 52, 4, 13, 20, 0
1520562979, 1000, 0, 12, 1044, 56, 4, 13, 20, 0
1520564023, 1000, 0, 9, 1044, 53, 4, 13, 20, 0
1520565067, 1000, 0, 10, 1051, 53, 4, 15, 20, 0
1520566118, 1000, 0, 12, 1048, 63, 4, 15, 20, 0
1520567166, 1001, 1, 11, 1048, 64, 4, 17, 20, 0
1520568214, 1002, 0, 11, 1051, 77, 4, 19, 20, 0
1520569265, 1003, 0, 20, 1043, 74, 4, 19, 20, 0
1520570308, 1001, 0, 18, 1046, 95, 4, 19, 20, 0
1520571354, 1000, 0, 17, 1049, 79, 4, 19, 20, 0
1520572403, 1001, 1, 16, 1043, 88, 4, 19, 20, 0
1520573446, 1002, 0, 14, 1046, 87, 4, 19, 20, 0
1520574492, 1000, 0, 17, 1045, 98, 4, 19, 20, 0
1520575537, 1001, 0, 20, 1043, 79, 4, 19, 20, 0
1520576580, 950, 0, 13, 1002, 87, 4, 19, 19, 0
1520577582, 1002, 0, 18, 1049, 93, 4, 19, 20, 0
1520578631, 1001, 0, 25, 1042, 88, 4, 19, 20, 0
1520579673, 1002, 0, 15, 1050, 86, 4, 19, 20, 0
1520580723, 1001, 0, 17, 1047, 88, 4, 19, 20, 0
1520581770, 1001, 0, 10, 1049, 92, 4, 19, 20, 0
1520582819, 1002, 0, 14, 1048, 89, 4, 19, 20, 0
1520583867, 1001, 0, 19, 1044, 88, 4, 19, 20, 0
1520584911, 1001, 0, 20, 1042, 97, 4, 19, 20, 0
1520585953, 1001, 0, 17, 1045, 88, 4, 19, 20, 0
1520586998, 1007, 0, 14, 1051, 96, 4, 19, 20, 0
1520588049, 1001, 2, 14, 1050, 91, 4, 19, 20, 0
1520589099, 1001, 1, 13, 1046, 96, 4, 19, 20, 0
1520590145, 1002, 0, 15, 1053, 86, 4, 19, 20, 0
1520591198, 952, 0, 25, 1005, 88, 4, 20, 19, 0
1520592203, 1000, 0, 15, 1045, 95, 4, 19, 20, 0
1520593248, 1002, 0, 20, 1047, 95, 4, 20, 20, 0
1520594295, 1001, 0, 26, 1042, 101, 4, 20, 20, 0
1520595337, 1000, 0, 18, 1044, 92, 4, 19, 20, 0
1520596381, 1002, 0, 18, 1046, 90, 4, 18, 20, 0
1520597427, 1000, 0, 19, 1045, 89, 4, 18, 20, 0
1520598473, 1000, 0, 18, 1039, 81, 4, 18, 20, 0
1520599512, 1000, 0, 20, 1051, 87, 4, 18, 20, 0
1520600563, 1001, 0, 20, 1051, 85, 4, 18, 20, 0
1520601614, 1000, 1, 19, 1045, 93, 4, 18, 20, 0
1520602659, 1000, 1, 21, 1046, 87, 4, 18, 20, 0
1520603705, 1003, 0, 16, 1050, 90, 4, 18, 20, 0
1520604755, 1002, 0, 14, 1047, 80, 4, 18, 20, 0
1520605802, 1000, 0, 22, 1046, 89, 4, 18, 20, 0
1520606848, 1001, 0, 22, 1048, 87, 4, 18, 20, 0
1520607896, 1001, 0, 21, 1041, 72, 4, 17, 20, 0
1520608937, 1004, 0, 18, 1047, 79, 4, 17, 20, 0
1520609984, 1001, 0, 21, 1048, 74, 4, 17, 20, 0
1520611032, 1001, 0, 17, 1045, 87, 4, 18, 20, 0
1520612077, 950, 0, 10, 1006, 83, 4, 18, 19, 0
1520613083, 1000, 0, 18, 1047, 78, 4, 17, 20, 0
1520614130, 1002, 0, 17, 1042, 84, 4, 17, 20, 0
1520615172, 1000, 0, 15, 1043, 78, 4, 17, 20, 0
1520616215, 1002, 0, 18, 1046, 82, 4, 17, 20, 0
1520617261, 1000, 0, 18, 1043, 84, 4, 17, 20, 0
1520618304, 1002, 0, 15, 1046, 78, 4, 17, 20, 0
1520619350, 1000, 2, 14, 1044, 79, 4, 16, 20, 0
1520620394, 1002, 0, 16, 1046, 71, 4, 17, 20, 0
1520621440, 1002, 0, 17, 1043, 83, 4, 17, 20, 0
1520622483, 1001, 0, 16, 1044, 82, 4, 17, 20, 0
1520623527, 1000, 0, 14, 1044, 73, 4, 17, 20, 0
