Ticks, P1Time, P2Time, P3Time, TotalTime, Requests, Regions, Players, Rounds, HasQuest
1520478526, 1003, 0, 0, 1016, 0, 4, 0, 20, 0
1520479542, 1000, 0, 0, 1002, 0, 4, 0, 20, 0
1520480544, 1001, 0, 12, 1029, 68, 4, 29, 20, 0
1520481573, 1000, 0, 32, 1042, 144, 4, 28, 20, 0
1520482615, 1000, 0, 22, 1038, 134, 4, 27, 20, 0
1520483653, 1000, 0, 16, 1037, 132, 4, 26, 20, 0
1520484690, 1000, 0, 23, 1044, 136, 4, 26, 20, 0
1520485734, 1002, 0, 25, 1045, 131, 4, 26, 20, 0
1520486779, 1000, 0, 27, 1048, 140, 4, 27, 20, 0
1520487827, 1000, 0, 21, 1047, 137, 4, 27, 20, 0
1520488874, 1003, 0, 31, 1040, 142, 4, 27, 20, 0
1520489914, 1002, 0, 27, 1040, 131, 4, 26, 20, 0
1520490954, 1000, 0, 28, 1044, 136, 4, 26, 20, 0
1520491998, 1001, 0, 33, 1041, 128, 4, 25, 20, 0
1520493039, 1000, 0, 34, 1044, 126, 4, 24, 20, 0
1520494083, 1001, 0, 28, 1042, 122, 4, 24, 20, 0
1520495125, 1003, 0, 35, 1049, 123, 4, 24, 20, 0
1520496174, 1001, 0, 32, 1040, 127, 4, 24, 20, 0
1520497214, 1000, 0, 31, 1048, 127, 4, 25, 20, 0
1520498262, 1001, 0, 27, 1040, 128, 4, 26, 20, 0
1520499302, 1000, 0, 28, 1043, 135, 4, 27, 20, 0
1520500345, 1003, 0, 35, 1043, 137, 4, 26, 20, 0
1520501388, 1002, 0, 35, 1046, 130, 4, 26, 20, 0
1520502434, 1000, 0, 28, 1039, 135, 4, 26, 20, 0
1520503473, 1000, 0, 33, 1041, 135, 4, 27, 20, 0
1520504514, 1002, 0, 30, 1043, 136, 4, 28, 20, 0
1520505557, 1002, 0, 33, 1044, 145, 4, 28, 20, 0
1520506601, 1003, 0, 27, 1040, 134, 4, 29, 20, 0
1520507641, 1002, 0, 32, 1046, 144, 4, 29, 20, 0
1520508687, 1001, 0, 32, 1042, 143, 4, 29, 20, 0
1520509729, 1000, 0, 37, 1043, 142, 4, 29, 20, 0
1520510772, 1002, 0, 30, 1042, 148, 4, 29, 20, 0
1520511814, 1000, 0, 26, 1043, 141, 4, 29, 20, 0
1520512857, 1000, 0, 25, 1041, 146, 4, 30, 20, 0
1520513898, 1001, 0, 34, 1043, 152, 4, 32, 20, 0
1520514941, 1001, 0, 34, 1043, 160, 4, 33, 20, 0
1520515984, 1002, 0, 33, 1041, 158, 4, 32, 20, 0
1520517025, 1000, 0, 31, 1043, 161, 4, 34, 20, 0
1520518068, 1000, 0, 30, 1042, 174, 4, 35, 20, 0
1520519110, 1002, 0, 28, 1042, 171, 4, 36, 20, 0
1520520152, 1002, 0, 27, 1044, 170, 4, 35, 20, 0
1520521197, 1001, 0, 35, 1045, 173, 4, 37, 20, 0
1520522242, 1003, 0, 32, 1044, 178, 4, 37, 20, 0
1520523286, 1001, 0, 30, 1051, 181, 4, 37, 20, 0
1520524337, 1003, 0, 36, 1042, 186, 4, 37, 20, 0
1520525379, 1003, 0, 31, 1042, 165, 4, 36, 20, 0
1520526421, 1001, 0, 35, 1049, 168, 4, 35, 20, 0
1520527470, 1000, 0, 34, 1046, 180, 4, 35, 20, 0
1520528516, 1001, 0, 33, 1048, 176, 4, 35, 20, 0
1520529564, 1000, 0, 35, 1042, 171, 4, 35, 20, 0
1520530606, 1000, 0, 25, 1041, 168, 4, 36, 20, 0
1520531647, 1001, 0, 29, 1044, 175, 4, 36, 20, 0
