Ticks, P1Time, P2Time, P3Time, TotalTime, Requests, Regions, Players, Rounds, HasQuest
1581455642, 1001, 0, 0, 1023, 0, 4, 0, 20, 0
1581456665, 950, 0, 42, 1008, 272, 4, 50, 19, 0
1581457673, 900, 0, 119, 1039, 416, 4, 69, 18, 0
1581458712, 901, 0, 118, 1041, 353, 4, 69, 18, 0
1581459753, 900, 0, 113, 1048, 345, 4, 67, 18, 0
1581460801, 851, 0, 111, 1010, 328, 4, 66, 17, 0
1581461811, 902, 0, 112, 1050, 344, 4, 66, 18, 0
1581462861, 900, 0, 113, 1057, 357, 4, 67, 18, 0
1581463918, 901, 0, 125, 1059, 351, 4, 68, 18, 0
1581464977, 901, 1, 119, 1052, 353, 4, 68, 18, 0
1581466029, 900, 0, 118, 1057, 363, 4, 68, 18, 0
1581467086, 900, 0, 124, 1052, 355, 4, 68, 18, 0
1581468138, 900, 1, 120, 1045, 344, 4, 67, 18, 0
1581469183, 901, 0, 119, 1045, 346, 4, 67, 18, 0
1581470228, 851, 1, 119, 1009, 337, 4, 67, 17, 0
1581471237, 900, 0, 126, 1056, 360, 4, 67, 18, 0
1581472293, 850, 3, 131, 1010, 338, 4, 67, 17, 0
1581473303, 902, 1, 121, 1053, 347, 4, 67, 18, 0
1581474356, 900, 0, 106, 1049, 339, 4, 66, 18, 0
1581475405, 900, 0, 112, 1052, 342, 4, 66, 18, 0
1581476457, 900, 0, 110, 1043, 337, 4, 65, 18, 0
1581477500, 901, 0, 112, 1060, 325, 4, 63, 18, 0
1581478560, 900, 1, 108, 1049, 305, 4, 62, 18, 0
1581479609, 851, 0, 109, 1004, 298, 4, 63, 17, 0
1581480613, 900, 1, 108, 1045, 319, 4, 63, 18, 0
1581481658, 900, 1, 105, 1049, 323, 4, 63, 18, 0
1581482707, 900, 0, 119, 1055, 314, 4, 63, 18, 0
1581483762, 901, 0, 104, 1058, 323, 4, 63, 18, 0
1581484820, 900, 1, 109, 1055, 324, 5, 74, 18, 0
1581485875, 900, 1, 132, 1064, 372, 5, 75, 18, 0
1581486939, 900, 0, 121, 1048, 375, 5, 76, 18, 0
1581487987, 850, 0, 126, 1001, 365, 5, 77, 17, 0
1581488988, 900, 0, 129, 1051, 375, 5, 79, 18, 0
1581490039, 901, 1, 128, 1037, 387, 5, 79, 18, 0
1581491076, 901, 1, 124, 1050, 369, 5, 75, 18, 0
1581492126, 900, 0, 124, 1056, 360, 5, 75, 18, 0
1581493182, 901, 2, 141, 1056, 372, 5, 75, 18, 0
1581494238, 902, 2, 146, 1069, 370, 5, 74, 18, 0
1581495307, 851, 0, 134, 1010, 362, 5, 74, 17, 0
1581496317, 901, 0, 121, 1050, 358, 5, 74, 18, 0
1581497367, 852, 2, 112, 1009, 345, 5, 73, 17, 0
1581498376, 902, 1, 124, 1053, 355, 5, 72, 18, 0
1581499429, 851, 0, 116, 1008, 347, 5, 73, 17, 0
1581500437, 850, 0, 123, 1006, 341, 5, 73, 17, 0
1581501443, 851, 0, 121, 1005, 345, 5, 73, 17, 0
1581502448, 850, 0, 122, 1009, 344, 5, 71, 17, 0
1581503457, 902, 1, 111, 1054, 357, 5, 70, 18, 0
1581504511, 851, 2, 121, 1009, 340, 5, 70, 17, 0
1581505520, 850, 1, 115, 1003, 325, 5, 69, 17, 0
1581506523, 851, 1, 111, 1008, 314, 5, 67, 17, 0
1581507531, 850, 1, 119, 1006, 313, 5, 66, 17, 0
1581508537, 850, 1, 109, 1001, 310, 5, 65, 17, 0
1581509538, 901, 0, 120, 1058, 321, 5, 65, 18, 0
1581510596, 851, 2, 115, 1005, 303, 5, 65, 17, 0
1581511601, 851, 1, 103, 1009, 297, 5, 63, 17, 0
1581512610, 850, 1, 110, 1012, 302, 5, 62, 17, 0
1581513622, 851, 2, 99, 1004, 296, 5, 62, 17, 0
