new,done,reqQ,exeQ,repQ,donQ,handler,fetch,hit,delayHit,turnover,waitList
20,10,0,0,4,5,10,2,0,18,0,0
1572,1581,0,0,0,0,10,17,1436,138,6,0
1480,1479,0,0,0,0,10,44,2578,448,31,0
1869,1868,0,1,0,0,10,63,4280,595,50,3
1848,1852,0,0,0,0,10,81,5867,843,68,0
2073,2071,0,0,1,1,10,104,7715,1048,91,0
1904,1902,0,0,0,0,10,127,9376,1262,114,2
1632,1633,0,0,0,0,10,158,10652,1589,144,4
1584,1565,0,0,18,6,10,187,11959,1843,172,0
1850,1875,0,0,0,0,10,206,13574,2059,190,0
2102,2096,1,0,1,0,10,219,15557,2164,203,0
2072,2077,0,0,0,0,10,241,17434,2338,223,0
2422,2417,0,0,0,0,10,258,19643,2534,240,0
1832,1826,0,0,0,0,10,280,21218,2761,262,7
1888,1896,0,0,0,0,10,305,22873,2977,287,0
1686,1662,0,0,12,11,10,328,24267,3246,310,0
2080,2102,0,0,0,1,10,348,26098,3475,330,0
1826,1827,0,0,1,0,10,370,27722,3657,352,0
1771,1771,0,0,0,0,10,389,29273,3857,371,0
1890,1893,0,0,0,0,10,409,30974,4027,391,0
1575,1572,0,0,0,0,10,436,32280,4270,418,0
1755,1748,0,0,0,0,10,455,33824,4452,437,9
1743,1751,0,0,0,0,10,473,35415,4596,455,0
1945,1938,0,0,4,5,10,497,37131,4801,479,0
1765,1769,0,0,0,0,10,516,38716,4961,498,0
1831,1826,0,0,7,2,10,541,40284,5200,523,0
1855,1862,0,0,0,0,10,565,41898,5414,547,0
2118,2121,0,0,0,0,10,584,43773,5641,566,0
1324,1317,0,0,0,0,10,600,44947,5770,581,4
2152,2148,0,0,0,0,10,622,46746,6096,603,9
2098,2104,0,0,0,0,10,643,48575,6350,624,0
1741,1744,0,0,0,0,10,668,50061,6583,649,0
1599,1595,0,0,0,0,10,689,51471,6749,669,2
1660,1645,0,0,0,0,10,713,52868,6971,693,19
1519,1536,0,0,0,0,10,732,54179,7177,712,0
1869,1867,0,0,0,1,10,756,55758,7446,736,0
1780,1784,0,0,0,0,10,777,57332,7631,757,0
1837,1835,0,0,0,0,10,797,58927,7851,777,2
1648,1650,0,0,0,0,10,820,60360,8045,799,0
1601,1602,0,0,0,0,10,844,61666,8317,823,0
1767,1768,0,0,0,0,10,865,63241,8489,843,0
1704,1695,3,0,0,0,10,889,64718,8689,867,0
1710,1716,0,0,0,0,10,908,66202,8898,886,0
1752,1752,0,0,0,0,10,925,67787,9046,903,0
1638,1642,0,0,0,0,10,951,69170,9279,928,0
1489,1479,0,0,0,0,10,973,70418,9488,950,9
1678,1683,0,0,0,0,10,992,71932,9638,969,0
1632,1619,0,1,7,8,10,1013,73319,9866,990,0
2156,2171,0,0,0,0,10,1033,75280,10039,1009,0
1910,1908,0,0,0,0,10,1056,76975,10233,1031,0
2211,2206,0,0,0,0,10,1077,78973,10416,1052,9
1515,1522,0,0,0,0,10,1097,80316,10576,1071,0
1701,1704,0,0,0,0,10,1117,81849,10726,1090,0
1962,1959,0,0,0,0,10,1137,83583,10934,1110,0
1950,1952,0,0,0,0,10,1160,85316,11127,1133,0
2155,2153,0,0,0,0,10,1182,87275,11302,1155,0
2065,2068,0,0,0,0,10,1205,89023,11596,1178,0
2022,2018,0,0,0,0,10,1230,90811,11805,1203,0
216,219,0,0,0,0,10,1233,90996,11832,1206,0
0,0,0,0,0,0,10,1233,90996,11832,1206,0
0,0,0,0,0,0,10,1233,90996,11832,1206,0
1404,1396,0,0,9,0,10,1248,92252,11967,1221,0
2038,2038,1,1,1,1,10,1278,93973,12252,1251,0
1925,1934,0,0,0,0,10,1304,95605,12520,1277,0
2111,2109,0,0,0,0,10,1323,97531,12687,1296,0
1944,1947,0,0,0,0,10,1349,99156,12980,1322,0
1390,1388,0,0,0,0,10,1369,100359,13146,1341,0
1721,1721,0,0,0,0,10,1387,101846,13363,1359,0
1817,1816,0,0,0,0,10,1413,103420,13581,1385,0
1707,1703,0,0,0,1,10,1436,104916,13765,1408,3
1675,1671,0,0,0,0,10,1464,106310,14014,1435,8
1690,1691,0,0,0,0,10,1486,107802,14191,1456,3
1568,1570,0,0,0,0,10,1504,109194,14357,1474,0
1742,1745,0,0,0,0,10,1530,110673,14591,1500,0
1929,1930,0,0,0,0,10,1546,112450,14728,1516,0
1443,1438,0,0,0,0,10,1575,113554,15033,1545,6
1762,1765,0,0,0,0,10,1600,115063,15265,1570,2
1590,1592,0,0,0,0,10,1623,116435,15462,1593,0
1743,1740,0,0,0,0,10,1642,118004,15617,1612,0
1874,1878,0,0,0,0,10,1660,119709,15769,1630,0
688,688,0,0,0,0,10,1667,120306,15853,1637,0
0,0,0,0,0,0,10,1667,120306,15853,1637,0
0,0,0,0,0,0,10,1667,120306,15853,1637,0
0,0,0,0,0,0,10,1667,120306,15853,1637,0
0,0,0,0,0,0,10,1667,120306,15853,1637,0
0,0,0,0,0,0,10,1667,120306,15853,1637,0
