new,done,reqQ,exeQ,repQ,donQ,handler,fetch,hit,delayHit,turnover,waitList
169,158,0,0,9,1,5,11,69,89,0,0
1779,1786,0,0,0,0,5,21,1744,181,10,0
1803,1806,0,0,0,0,5,38,3338,375,27,0
1745,1733,3,1,2,2,5,62,4853,578,51,0
1619,1628,0,0,0,0,5,89,6137,890,78,0
1984,1990,0,0,0,0,5,106,7828,1168,95,0
1891,1867,0,0,0,0,5,141,9304,1524,129,23
1666,1685,0,0,0,0,5,165,10749,1745,153,0
1949,1943,0,0,0,0,5,185,12506,1907,173,9
1824,1832,0,0,0,0,5,211,14102,2120,199,0
1894,1897,0,0,0,0,5,228,15738,2361,216,0
1651,1648,4,0,0,0,5,257,17099,2619,245,0
1400,1394,0,0,0,0,5,287,18217,2865,275,9
2201,2201,0,0,0,0,5,298,20263,3009,286,9
1765,1771,0,0,0,0,5,323,21827,3193,310,0
1784,1787,0,0,0,0,5,341,23440,3349,328,0
1731,1733,0,0,0,0,5,368,24938,3556,354,0
1648,1626,1,0,0,0,5,395,26301,3792,380,16
1708,1728,0,0,0,0,5,426,27678,4112,411,0
1645,1631,4,2,2,3,5,450,29047,4360,435,0
1804,1818,0,0,0,0,5,470,30668,4527,455,1
2118,2116,0,0,0,0,5,487,32556,4741,471,0
2446,2446,0,0,0,1,5,503,34850,4878,487,0
1802,1798,0,0,0,0,5,527,36321,5177,511,9
1821,1827,0,0,0,0,5,557,37775,5520,540,0
1464,1468,0,0,0,0,5,578,39011,5731,560,0
2174,2171,0,0,0,0,5,600,40958,5936,582,0
2268,2269,0,0,0,0,5,613,43096,6053,595,0
1892,1891,0,0,0,0,5,637,44770,6248,619,0
1656,1655,0,0,0,0,5,660,46179,6472,642,0
1650,1648,0,0,0,1,5,689,47439,6833,670,0
1791,1788,0,0,0,0,5,713,48990,7040,694,6
1656,1659,2,0,1,1,5,743,50376,7288,723,0
1855,1858,0,0,0,0,5,763,51984,7517,743,0
1890,1884,0,0,0,0,5,785,53592,7767,764,9
1648,1655,0,0,0,0,5,811,55007,7982,790,0
1697,1691,0,0,0,0,5,833,56480,8177,812,8
1560,1567,0,0,0,0,5,862,57772,8423,840,0
1733,1725,0,0,0,0,5,885,59228,8669,863,9
1763,1771,0,0,0,0,5,903,60833,8818,881,0
1835,1835,0,0,0,0,5,924,62473,8991,901,0
1678,1678,0,0,0,0,5,945,63920,9205,922,0
1798,1799,0,0,0,0,5,969,65498,9398,945,3
1623,1617,0,0,0,0,5,1002,66811,9669,978,9
1771,1771,0,0,0,0,5,1020,68406,9827,996,9
2239,2239,0,0,0,0,5,1040,70421,10031,1016,9
1880,1885,0,1,0,1,5,1061,72054,10265,1037,0
2213,2212,0,0,1,1,5,1080,74091,10424,1056,0
1357,1362,0,0,0,0,5,1098,75253,10600,1074,0
1830,1828,0,0,0,0,5,1127,76749,10907,1103,0
1893,1894,0,0,0,0,5,1149,78440,11084,1124,0
1945,1944,0,0,0,0,5,1170,80189,11262,1145,0
2060,2055,2,1,2,2,5,1189,82007,11482,1164,0
2147,2152,0,0,0,0,5,1206,83989,11633,1181,0
1659,1662,0,0,0,0,5,1226,85391,11869,1201,0
740,731,0,0,0,0,5,1236,86029,11952,1211,9
2250,2258,0,0,0,0,5,1257,88086,12134,1232,0
2354,2351,0,0,0,0,5,1278,90205,12348,1253,0
2218,2222,0,0,0,0,5,1295,92247,12506,1270,0
2410,2408,0,0,0,0,5,1312,94488,12659,1287,0
1686,1674,0,0,0,0,5,1335,95916,12879,1310,15
1592,1607,0,0,0,0,5,1367,97228,13142,1340,0
1773,1773,0,0,0,0,5,1389,98773,13348,1361,0
1708,1707,0,0,0,1,5,1411,100267,13541,1383,0
1718,1717,0,0,0,0,5,1431,101791,13715,1403,0
1780,1778,0,0,0,0,5,1450,103372,13890,1422,0
1743,1747,0,0,0,0,5,1471,104926,14062,1443,0
1669,1669,0,0,0,0,5,1500,106298,14330,1472,0
1659,1654,0,0,0,0,5,1521,107757,14506,1493,3
1688,1692,0,0,0,0,5,1546,109208,14720,1518,0
1865,1866,0,0,0,0,5,1564,110914,14862,1534,0
1781,1771,2,2,2,2,5,1584,112512,15022,1553,0
1574,1582,0,0,0,0,5,1610,113829,15257,1579,0
1611,1609,0,0,0,0,5,1638,115181,15484,1607,0
1568,1556,0,0,0,0,5,1664,116488,15707,1632,15
1330,1338,0,0,0,0,5,1684,117605,15908,1651,6
2,10,0,0,0,0,5,1685,117605,15917,1652,0
0,0,0,0,0,0,5,1685,117605,15917,1652,0
0,0,0,0,0,0,5,1685,117605,15917,1652,0
0,0,0,0,0,0,5,1685,117605,15917,1652,0
0,0,0,0,0,0,5,1685,117605,15917,1652,0
